"BRCA","CHOL","COAD","ESCA","HNSC"
"ENSG00000051180.17","ENSG00000157227.13","ENSG00000107815.10","","ENSG00000247903.1"
"ENSG00000134824.14","ENSG00000142319.18","ENSG00000174137.13","","ENSG00000146535.14"
"ENSG00000164078.13","ENSG00000198901.14","ENSG00000186010.19","","ENSG00000073111.14"
"ENSG00000231550.1","ENSG00000277840.1","ENSG00000163597.15","","ENSG00000285851.1"
"ENSG00000285210.1","ENSG00000147036.12","ENSG00000188322.8","","ENSG00000131778.19"
"ENSG00000196507.11","ENSG00000225614.4","ENSG00000287539.1","","ENSG00000282851.2"
"ENSG00000213937.4","ENSG00000156711.17","ENSG00000225138.8","","ENSG00000160233.8"
"ENSG00000263677.2","ENSG00000066405.13","ENSG00000176826.15","","ENSG00000268520.1"
"ENSG00000273162.1","ENSG00000161682.15","ENSG00000215252.11","","ENSG00000273747.1"
"ENSG00000196074.13","ENSG00000255521.2","ENSG00000175711.8","","ENSG00000231752.6"
"ENSG00000258884.2","ENSG00000273045.7","ENSG00000121957.15","","ENSG00000169184.6"
"ENSG00000178935.5","ENSG00000176532.4","ENSG00000254911.3","","ENSG00000221164.1"
"ENSG00000276509.1","ENSG00000166503.9","ENSG00000037897.17","","ENSG00000171488.15"
"ENSG00000234521.2","ENSG00000100625.9","ENSG00000108511.10","","ENSG00000273542.2"
"ENSG00000139890.10","ENSG00000269404.7","ENSG00000139890.10","","ENSG00000160293.17"
"ENSG00000170684.9","ENSG00000248099.4","ENSG00000188368.10","","ENSG00000279873.2"
"ENSG00000135119.15","ENSG00000264230.9","ENSG00000233017.3","","ENSG00000258904.1"
"ENSG00000204338.8","ENSG00000104881.16","ENSG00000134323.12","","ENSG00000184486.10"
"ENSG00000144040.13","ENSG00000177103.15","ENSG00000261762.1","","ENSG00000185565.12"
"ENSG00000135549.15","ENSG00000082458.12","ENSG00000021300.14","","ENSG00000224126.2"
"ENSG00000185101.13","ENSG00000050344.9","ENSG00000081059.20","","ENSG00000260314.3"
"ENSG00000263011.1","ENSG00000227640.3","ENSG00000288531.1","","ENSG00000211777.2"
"ENSG00000262488.1","ENSG00000223949.8","ENSG00000124207.17","","ENSG00000105851.11"
"ENSG00000242798.1","ENSG00000261342.1","ENSG00000127418.15","","ENSG00000240996.1"
"ENSG00000276404.1","ENSG00000213185.7","ENSG00000118939.18","","ENSG00000285520.1"
"ENSG00000089127.14","ENSG00000236740.6","ENSG00000287545.1","","ENSG00000130475.14"
"ENSG00000148848.14","ENSG00000205869.2","ENSG00000228847.1","","ENSG00000222047.9"
"ENSG00000170122.5","ENSG00000244558.6","ENSG00000260725.1","","ENSG00000153395.10"
"ENSG00000162769.13","ENSG00000283518.1","ENSG00000228887.3","","ENSG00000020633.19"
"ENSG00000185522.9","ENSG00000241634.1","ENSG00000182481.10","","ENSG00000223960.7"
"ENSG00000234937.1","ENSG00000283538.3","ENSG00000226235.1","","ENSG00000162888.4"
"ENSG00000268947.1","ENSG00000176956.13","ENSG00000198901.14","","ENSG00000140323.6"
"ENSG00000105519.18","ENSG00000236393.2","ENSG00000236501.6","","ENSG00000204531.20"
"ENSG00000183484.12","ENSG00000187527.11","ENSG00000164953.16","","ENSG00000259668.6"
"ENSG00000224885.1","ENSG00000162062.15","ENSG00000073464.13","","ENSG00000167483.19"
"ENSG00000072858.11","ENSG00000133636.11","ENSG00000141570.11","","ENSG00000103034.14"
"ENSG00000274825.1","ENSG00000108511.10","ENSG00000178217.14","","ENSG00000171608.16"
"ENSG00000160781.17","ENSG00000152127.9","ENSG00000186710.11","","ENSG00000167895.15"
"ENSG00000136492.9","ENSG00000198237.8","ENSG00000286431.1","","ENSG00000107105.15"
"ENSG00000274750.2","ENSG00000176826.15","ENSG00000068650.18","","ENSG00000224149.1"
"ENSG00000163364.10","ENSG00000187672.14","ENSG00000260924.2","","ENSG00000198821.11"
"ENSG00000228140.2","ENSG00000132563.16","ENSG00000232956.9","","ENSG00000149534.9"
"ENSG00000049283.18","ENSG00000119283.15","ENSG00000188483.8","","ENSG00000258352.1"
"ENSG00000196550.10","ENSG00000121900.19","ENSG00000268104.3","","ENSG00000225313.5"
"ENSG00000158485.11","ENSG00000205755.12","ENSG00000135451.13","","ENSG00000248693.1"
"ENSG00000272141.1","ENSG00000280032.1","ENSG00000197119.13","","ENSG00000157657.14"
"ENSG00000238117.1","ENSG00000175643.10","ENSG00000147889.18","","ENSG00000112984.12"
"ENSG00000280129.1","ENSG00000188322.8","ENSG00000153395.10","","ENSG00000139908.15"
"ENSG00000139055.7","ENSG00000253210.2","ENSG00000287929.1","","ENSG00000279700.1"
"ENSG00000177455.15","ENSG00000255794.9","ENSG00000187486.5","","ENSG00000266173.7"
"ENSG00000287171.1","ENSG00000107130.10","ENSG00000163288.14","","ENSG00000269069.1"
"ENSG00000197168.13","ENSG00000185483.12","ENSG00000278291.1","","ENSG00000143387.14"
"ENSG00000163462.18","ENSG00000166268.11","ENSG00000229891.2","","ENSG00000164430.16"
"ENSG00000230280.2","ENSG00000165816.13","ENSG00000228874.1","","ENSG00000180264.11"
"ENSG00000279791.1","ENSG00000188505.5","ENSG00000105173.14","","ENSG00000272168.8"
"ENSG00000167106.12","ENSG00000228689.8","ENSG00000248098.12","","ENSG00000186265.10"
"ENSG00000183876.9","ENSG00000176753.5","ENSG00000280734.3","","ENSG00000122733.12"
"ENSG00000182010.11","ENSG00000229951.5","ENSG00000135119.15","","ENSG00000197275.14"
"ENSG00000137270.11","ENSG00000042980.13","ENSG00000227857.2","","ENSG00000179855.9"
"ENSG00000287322.1","ENSG00000276691.1","ENSG00000135625.8","","ENSG00000092853.14"
"ENSG00000118946.12","ENSG00000189120.5","ENSG00000075702.18","","ENSG00000179841.8"
"ENSG00000022556.16","ENSG00000172020.13","ENSG00000177192.14","","ENSG00000272145.1"
"ENSG00000188404.10","ENSG00000155966.14","ENSG00000241343.10","","ENSG00000286337.1"
"ENSG00000177398.18","ENSG00000163393.13","ENSG00000139618.16","","ENSG00000171509.16"
"ENSG00000271856.1","ENSG00000187642.9","ENSG00000167702.13","","ENSG00000253854.1"
"ENSG00000158477.7","ENSG00000153822.14","ENSG00000167393.18","","ENSG00000101082.14"
"ENSG00000161980.6","ENSG00000139514.13","ENSG00000149599.15","","ENSG00000166881.10"
"ENSG00000153898.13","ENSG00000144730.19","ENSG00000172244.9","","ENSG00000287625.1"
"ENSG00000260586.2","ENSG00000258227.7","ENSG00000227304.3","","ENSG00000176826.15"
"ENSG00000101412.13","ENSG00000225506.2","ENSG00000122687.19","","ENSG00000230499.1"
"ENSG00000255693.3","ENSG00000262979.1","ENSG00000204930.10","","ENSG00000244300.3"
"ENSG00000111674.9","ENSG00000146592.17","ENSG00000175315.3","","ENSG00000139618.16"
"ENSG00000035720.8","ENSG00000239122.1","ENSG00000245614.4","","ENSG00000215784.6"
"ENSG00000273669.1","ENSG00000146858.8","ENSG00000264112.1","","ENSG00000234389.1"
"ENSG00000131242.18","ENSG00000122952.17","ENSG00000006606.9","","ENSG00000167123.19"
"ENSG00000216490.4","ENSG00000263874.2","ENSG00000272217.1","","ENSG00000122122.10"
"ENSG00000227857.2","ENSG00000226101.2","ENSG00000138074.15","","ENSG00000000460.17"
"ENSG00000261654.1","ENSG00000112312.10","ENSG00000268812.3","","ENSG00000174004.6"
"ENSG00000265656.1","ENSG00000278192.1","ENSG00000103222.20","","ENSG00000267048.1"
"ENSG00000277290.1","ENSG00000137819.14","ENSG00000276337.1","","ENSG00000203667.10"
"ENSG00000160401.15","ENSG00000165935.9","ENSG00000215156.5","","ENSG00000280135.1"
"ENSG00000273449.1","ENSG00000053918.18","ENSG00000254290.1","","ENSG00000114346.14"
"ENSG00000188389.11","ENSG00000245614.4","ENSG00000104783.14","","ENSG00000184378.3"
"ENSG00000114656.12","ENSG00000145103.15","ENSG00000272800.3","","ENSG00000271533.1"
"ENSG00000275484.1","ENSG00000168779.20","ENSG00000196352.16","","ENSG00000115085.14"
"ENSG00000153944.12","ENSG00000122863.6","ENSG00000279459.1","","ENSG00000279044.1"
"ENSG00000243478.9","ENSG00000182963.11","ENSG00000164620.9","","ENSG00000101445.10"
"ENSG00000010030.14","ENSG00000258793.1","ENSG00000198780.12","","ENSG00000008517.18"
"ENSG00000139734.19","ENSG00000283674.3","ENSG00000227542.1","","ENSG00000121068.14"
"ENSG00000188368.10","ENSG00000127366.5","ENSG00000234432.4","","ENSG00000276043.5"
"ENSG00000158106.14","ENSG00000156127.8","ENSG00000091651.9","","ENSG00000283154.2"
"ENSG00000050438.17","ENSG00000227440.1","ENSG00000105467.9","","ENSG00000157350.13"
"ENSG00000269915.1","ENSG00000273230.1","ENSG00000177732.8","","ENSG00000125910.6"
"ENSG00000204516.10","ENSG00000175329.13","ENSG00000176236.6","","ENSG00000127364.4"
"ENSG00000106789.13","ENSG00000111247.15","ENSG00000101361.17","","ENSG00000279881.1"
"ENSG00000232093.1","ENSG00000079462.8","ENSG00000130826.18","","ENSG00000163673.7"
"ENSG00000197275.14","ENSG00000137310.12","ENSG00000169989.3","","ENSG00000157227.13"
"ENSG00000130208.9","ENSG00000135454.14","ENSG00000136854.24","","ENSG00000259341.2"
"ENSG00000270933.1","ENSG00000224420.3","ENSG00000235173.7","","ENSG00000205268.11"
"ENSG00000223949.8","ENSG00000138160.7","ENSG00000110104.13","","ENSG00000154485.5"
"ENSG00000162755.14","ENSG00000229891.2","ENSG00000236144.8","","ENSG00000101412.13"
"ENSG00000286529.1","ENSG00000187486.5","ENSG00000169684.13","","ENSG00000227191.8"
"ENSG00000224186.8","ENSG00000012779.11","ENSG00000253785.1","","ENSG00000197506.8"
"ENSG00000228613.1","ENSG00000286451.1","ENSG00000070669.17","","ENSG00000120162.10"
"ENSG00000117308.15","ENSG00000222041.11","ENSG00000196411.10","","ENSG00000268947.1"
"ENSG00000178401.16","ENSG00000146955.11","ENSG00000116455.14","","ENSG00000138795.10"
"ENSG00000259831.1","ENSG00000109674.4","ENSG00000184916.9","","ENSG00000253837.1"
"ENSG00000285043.2","ENSG00000254842.6","ENSG00000125798.15","","ENSG00000278492.1"
"ENSG00000111247.15","ENSG00000123219.13","ENSG00000160193.12","","ENSG00000167208.15"
"ENSG00000137571.11","ENSG00000171124.13","ENSG00000242082.2","","ENSG00000180263.14"
"ENSG00000198178.11","ENSG00000280721.1","ENSG00000185272.14","","ENSG00000026751.17"
"ENSG00000233327.11","ENSG00000233487.6","ENSG00000260740.2","","ENSG00000111247.15"
"ENSG00000165923.16","ENSG00000171044.11","ENSG00000082512.15","","ENSG00000186074.19"
"ENSG00000255120.5","ENSG00000233913.7","ENSG00000188290.11","","ENSG00000239636.1"
"ENSG00000142197.12","ENSG00000144810.16","ENSG00000182118.8","","ENSG00000160654.11"
"ENSG00000005844.19","ENSG00000273445.1","ENSG00000259723.1","","ENSG00000124091.9"
"ENSG00000246465.1","ENSG00000236305.1","ENSG00000143333.7","","ENSG00000258646.1"
"ENSG00000113739.10","ENSG00000114948.13","ENSG00000262712.1","","ENSG00000075218.19"
"ENSG00000278918.1","ENSG00000120658.13","ENSG00000067177.15","","ENSG00000126787.13"
"ENSG00000183150.8","ENSG00000103044.11","ENSG00000236603.2","","ENSG00000174332.5"
"ENSG00000107593.17","ENSG00000284308.1","ENSG00000107719.9","","ENSG00000163888.4"
"ENSG00000287967.1","ENSG00000131015.5","ENSG00000120526.12","","ENSG00000167578.18"
"ENSG00000144893.12","ENSG00000116675.16","ENSG00000240463.1","","ENSG00000117020.18"
"ENSG00000204060.7","ENSG00000144130.11","ENSG00000138180.16","","ENSG00000224939.1"
"ENSG00000268204.1","ENSG00000253047.1","ENSG00000228981.3","","ENSG00000166928.11"
"ENSG00000237233.2","ENSG00000176887.7","ENSG00000265018.6","","ENSG00000287349.1"
"ENSG00000140937.14","ENSG00000231940.1","ENSG00000119969.15","","ENSG00000233231.1"
"ENSG00000250081.1","ENSG00000120875.9","ENSG00000114767.7","","ENSG00000177602.5"
"ENSG00000123473.16","ENSG00000273001.1","ENSG00000188372.15","","ENSG00000260884.1"
"ENSG00000164087.8","ENSG00000137573.14","ENSG00000107338.10","","ENSG00000124203.6"
"ENSG00000110628.16","ENSG00000183092.16","ENSG00000196739.15","","ENSG00000182866.17"
"ENSG00000275438.1","ENSG00000163507.14","ENSG00000128050.9","","ENSG00000198879.12"
"ENSG00000131044.17","ENSG00000034510.6","ENSG00000133119.13","","ENSG00000228393.4"
"ENSG00000237054.9","ENSG00000164114.19","ENSG00000155886.11","","ENSG00000094804.12"
"ENSG00000260196.1","ENSG00000203814.6","ENSG00000162366.8","","ENSG00000252516.1"
"ENSG00000167536.14","ENSG00000187416.12","ENSG00000105988.6","","ENSG00000234380.2"
"ENSG00000175294.6","ENSG00000249859.12","ENSG00000261744.1","","ENSG00000112655.16"
"ENSG00000276085.1","ENSG00000143036.17","ENSG00000274270.1","","ENSG00000116132.12"
"ENSG00000254088.1","ENSG00000256894.1","ENSG00000260442.5","","ENSG00000146094.15"
"ENSG00000238045.9","ENSG00000064651.14","ENSG00000272347.1","","ENSG00000278828.1"
"ENSG00000238098.9","ENSG00000287672.1","ENSG00000137331.12","","ENSG00000072422.17"
"ENSG00000283413.1","ENSG00000229155.1","ENSG00000200534.1","","ENSG00000106976.21"
"ENSG00000146839.19","ENSG00000221890.6","ENSG00000272325.2","","ENSG00000136982.6"
"ENSG00000038427.16","ENSG00000267013.6","ENSG00000224739.2","","ENSG00000231652.2"
"ENSG00000067836.13","ENSG00000188613.7","ENSG00000162063.13","","ENSG00000141391.14"
"ENSG00000188211.9","ENSG00000161800.13","ENSG00000165568.18","","ENSG00000233542.2"
"ENSG00000170482.17","ENSG00000286048.1","ENSG00000268401.2","","ENSG00000284719.1"
"ENSG00000108932.12","ENSG00000286472.1","ENSG00000131187.10","","ENSG00000169174.11"
"ENSG00000254777.5","ENSG00000185737.13","ENSG00000279031.1","","ENSG00000253304.2"
"ENSG00000011083.9","ENSG00000092445.12","ENSG00000234062.8","","ENSG00000182022.18"
"ENSG00000257086.1","ENSG00000287125.1","ENSG00000101003.10","","ENSG00000261207.1"
"ENSG00000284654.1","ENSG00000189431.8","ENSG00000245970.2","","ENSG00000223776.5"
"ENSG00000196421.8","ENSG00000280216.1","ENSG00000134760.6","","ENSG00000129195.16"
"ENSG00000167971.16","ENSG00000101349.17","ENSG00000185842.15","","ENSG00000273302.1"
"ENSG00000162894.12","ENSG00000173391.9","ENSG00000162782.16","","ENSG00000119698.12"
"ENSG00000217889.3","ENSG00000163735.7","ENSG00000139734.19","","ENSG00000108797.12"
"ENSG00000164855.16","ENSG00000169330.9","ENSG00000204791.10","","ENSG00000100385.14"
"ENSG00000237372.4","ENSG00000224259.7","ENSG00000111716.14","","ENSG00000207554.1"
"ENSG00000136490.9","ENSG00000135740.17","ENSG00000189046.11","","ENSG00000108309.14"
"ENSG00000230650.1","ENSG00000273287.2","ENSG00000065923.10","","ENSG00000157999.6"
"ENSG00000165685.8","ENSG00000203706.8","ENSG00000112578.10","","ENSG00000112769.20"
"ENSG00000272335.1","ENSG00000204060.7","ENSG00000145220.14","","ENSG00000167912.6"
"ENSG00000204661.9","ENSG00000198535.5","ENSG00000174371.17","","ENSG00000198554.12"
"ENSG00000099219.14","ENSG00000170921.15","ENSG00000256940.2","","ENSG00000182162.11"
"ENSG00000161800.13","ENSG00000211892.4","ENSG00000285280.2","","ENSG00000137807.16"
"ENSG00000227719.1","ENSG00000260996.1","ENSG00000011347.10","","ENSG00000168040.5"
"ENSG00000065328.17","ENSG00000198467.16","ENSG00000178538.10","","ENSG00000228663.1"
"ENSG00000225614.4","ENSG00000127533.4","ENSG00000174938.14","","ENSG00000245614.4"
"ENSG00000167208.15","ENSG00000230606.11","ENSG00000231982.1","","ENSG00000066279.18"
"ENSG00000224126.2","ENSG00000188158.16","ENSG00000270823.1","","ENSG00000076662.10"
"ENSG00000214867.3","ENSG00000112981.5","ENSG00000257831.1","","ENSG00000175063.17"
"ENSG00000146955.11","ENSG00000264548.1","ENSG00000268903.1","","ENSG00000141696.13"
"ENSG00000267112.1","ENSG00000160345.13","ENSG00000168785.8","","ENSG00000266934.1"
"ENSG00000187980.7","ENSG00000169302.16","ENSG00000132661.4","","ENSG00000104738.18"
"ENSG00000279954.1","ENSG00000172244.9","ENSG00000231703.2","","ENSG00000123338.13"
"ENSG00000092068.20","ENSG00000187951.11","ENSG00000251493.5","","ENSG00000180616.9"
"ENSG00000168454.12","ENSG00000123095.6","ENSG00000123485.12","","ENSG00000135047.16"
"ENSG00000197859.11","ENSG00000213793.5","ENSG00000120694.20","","ENSG00000273064.1"
"ENSG00000134909.18","ENSG00000007968.7","ENSG00000169245.6","","ENSG00000102385.12"
"ENSG00000255303.2","ENSG00000042493.16","ENSG00000185252.19","","ENSG00000260361.1"
"ENSG00000259725.1","ENSG00000260025.1","ENSG00000165621.8","","ENSG00000135636.14"
"ENSG00000235138.1","ENSG00000179750.16","ENSG00000115758.13","","ENSG00000284526.1"
"ENSG00000249064.1","ENSG00000288234.1","ENSG00000104738.18","","ENSG00000169258.7"
"ENSG00000273062.1","ENSG00000141756.19","ENSG00000204366.4","","ENSG00000224614.2"
"ENSG00000171631.15","ENSG00000159166.15","ENSG00000284308.1","","ENSG00000128652.11"
"ENSG00000113810.16","ENSG00000144959.11","ENSG00000129151.9","","ENSG00000285881.1"
"ENSG00000127578.7","ENSG00000174307.7","ENSG00000084774.14","","ENSG00000103187.8"
"ENSG00000228232.1","ENSG00000204323.5","ENSG00000197446.9","","ENSG00000143603.19"
"ENSG00000187164.20","ENSG00000114270.17","ENSG00000257279.1","","ENSG00000230773.9"
"ENSG00000245164.8","ENSG00000131981.16","ENSG00000243224.1","","ENSG00000091656.19"
"ENSG00000007306.15","ENSG00000232363.1","ENSG00000243989.9","","ENSG00000127564.17"
"ENSG00000269858.6","ENSG00000113073.15","ENSG00000141519.15","","ENSG00000232545.1"
"ENSG00000244274.8","ENSG00000284946.1","ENSG00000197859.11","","ENSG00000139880.19"
"ENSG00000105877.18","ENSG00000184305.15","ENSG00000138606.19","","ENSG00000223725.6"
"ENSG00000076944.16","ENSG00000276103.1","ENSG00000204860.5","","ENSG00000096264.14"
"ENSG00000187808.5","ENSG00000214425.8","ENSG00000162641.20","","ENSG00000120280.6"
"ENSG00000099849.15","ENSG00000238062.6","ENSG00000141582.15","","ENSG00000277049.1"
"ENSG00000124256.15","ENSG00000276851.1","ENSG00000235790.7","","ENSG00000283128.2"
"ENSG00000164220.7","ENSG00000155897.10","ENSG00000214842.5","","ENSG00000163751.4"
"ENSG00000137868.19","ENSG00000131389.17","ENSG00000203688.6","","ENSG00000081237.20"
"ENSG00000269887.1","ENSG00000171219.9","ENSG00000228446.2","","ENSG00000111665.12"
"ENSG00000170627.11","ENSG00000158528.12","ENSG00000142544.7","","ENSG00000265917.1"
"ENSG00000261790.2","ENSG00000254854.1","ENSG00000167550.11","","ENSG00000104635.15"
"ENSG00000280332.1","ENSG00000184292.7","ENSG00000173621.9","","ENSG00000134690.11"
"ENSG00000173218.15","ENSG00000153558.16","ENSG00000179241.13","","ENSG00000179715.13"
"ENSG00000109084.14","ENSG00000137135.18","ENSG00000156697.13","","ENSG00000271161.1"
"ENSG00000127328.22","ENSG00000117115.13","ENSG00000156469.9","","ENSG00000158079.16"
"ENSG00000241359.1","ENSG00000017483.15","ENSG00000144354.14","","ENSG00000211689.7"
"ENSG00000183317.17","ENSG00000175697.11","ENSG00000125319.15","","ENSG00000260830.1"
"ENSG00000228318.3","ENSG00000140525.19","ENSG00000139998.16","","ENSG00000157064.11"
"ENSG00000101210.13","ENSG00000227356.2","ENSG00000101311.16","","ENSG00000165304.8"
"ENSG00000167332.9","ENSG00000161040.16","ENSG00000287445.1","","ENSG00000138741.11"
"ENSG00000156802.13","ENSG00000228594.4","ENSG00000137261.14","","ENSG00000134954.14"
"ENSG00000183779.7","ENSG00000267279.2","ENSG00000164934.14","","ENSG00000160886.13"
"ENSG00000267452.3","ENSG00000261136.1","ENSG00000177426.22","","ENSG00000138180.16"
"ENSG00000257167.2","ENSG00000158427.15","ENSG00000117394.24","","ENSG00000163823.4"
"ENSG00000110448.11","ENSG00000149418.11","ENSG00000093009.11","","ENSG00000174370.11"
"ENSG00000224746.2","ENSG00000197653.16","ENSG00000135763.10","","ENSG00000231728.5"
"ENSG00000178531.6","ENSG00000205078.6","ENSG00000180921.7","","ENSG00000163297.17"
"ENSG00000151725.12","ENSG00000083720.13","ENSG00000258561.2","","ENSG00000043462.13"
"ENSG00000183850.14","ENSG00000177602.5","ENSG00000269053.1","","ENSG00000283064.1"
"ENSG00000260470.1","ENSG00000134627.12","ENSG00000140534.14","","ENSG00000151651.16"
"ENSG00000127663.15","ENSG00000258777.1","ENSG00000171163.16","","ENSG00000185507.21"
"ENSG00000221598.3","ENSG00000102554.14","ENSG00000256663.1","","ENSG00000146410.12"
"ENSG00000167207.14","ENSG00000007237.19","ENSG00000182841.12","","ENSG00000112208.11"
"ENSG00000055163.20","ENSG00000170004.17","ENSG00000260920.2","","ENSG00000113088.6"
"ENSG00000226965.2","ENSG00000284719.1","ENSG00000134297.6","","ENSG00000151702.17"
"ENSG00000233975.1","ENSG00000188549.12","ENSG00000227630.4","","ENSG00000169224.13"
"ENSG00000121621.7","ENSG00000171843.17","ENSG00000172460.17","","ENSG00000196876.18"
"ENSG00000286264.2","ENSG00000101003.10","ENSG00000186416.17","","ENSG00000228649.9"
"ENSG00000285868.1","ENSG00000272168.8","ENSG00000261061.1","","ENSG00000062582.14"
"ENSG00000180777.14","ENSG00000004838.14","ENSG00000131747.15","","ENSG00000259562.2"
"ENSG00000143578.16","ENSG00000054179.12","ENSG00000220472.1","","ENSG00000197629.6"
"ENSG00000269867.1","ENSG00000172965.17","ENSG00000259933.6","","ENSG00000100055.21"
"ENSG00000138829.12","ENSG00000154358.22","ENSG00000002079.14","","ENSG00000079263.19"
"ENSG00000272948.2","ENSG00000234690.7","ENSG00000123009.4","","ENSG00000074219.14"
"ENSG00000263006.6","ENSG00000196154.12","ENSG00000088002.12","","ENSG00000168394.11"
"ENSG00000274038.1","ENSG00000160991.16","ENSG00000142945.13","","ENSG00000283208.2"
"ENSG00000231705.1","ENSG00000070669.17","ENSG00000234772.2","","ENSG00000184445.12"
"ENSG00000198246.9","ENSG00000137821.12","ENSG00000185988.15","","ENSG00000044524.11"
"ENSG00000187951.11","ENSG00000183723.13","ENSG00000116670.15","","ENSG00000212125.2"
"ENSG00000122966.17","ENSG00000111012.10","ENSG00000139629.16","","ENSG00000230183.4"
"ENSG00000130695.16","ENSG00000164520.11","ENSG00000181026.15","","ENSG00000226334.1"
"ENSG00000082512.15","ENSG00000163485.17","ENSG00000170312.16","","ENSG00000123329.20"
"ENSG00000252690.3","ENSG00000197696.10","ENSG00000109576.14","","ENSG00000259408.2"
"ENSG00000269737.2","ENSG00000129951.19","ENSG00000112984.12","","ENSG00000288033.1"
"ENSG00000280079.1","ENSG00000168785.8","ENSG00000048162.21","","ENSG00000163872.16"
"ENSG00000183010.17","ENSG00000078900.15","ENSG00000181544.15","","ENSG00000213222.3"
"ENSG00000244144.1","ENSG00000119411.11","ENSG00000197748.13","","ENSG00000006638.13"
"ENSG00000287306.1","ENSG00000256029.6","ENSG00000099985.4","","ENSG00000101160.14"
"ENSG00000012124.17","ENSG00000106012.18","ENSG00000104907.12","","ENSG00000239264.9"
"ENSG00000215089.3","ENSG00000226711.7","ENSG00000181588.16","","ENSG00000172116.23"
"ENSG00000108176.15","ENSG00000162522.11","ENSG00000161179.14","","ENSG00000142798.20"
"ENSG00000078081.8","ENSG00000161647.19","ENSG00000138696.11","","ENSG00000186047.10"
"ENSG00000184350.11","ENSG00000124920.14","ENSG00000110375.3","","ENSG00000087258.16"
"ENSG00000271524.1","ENSG00000143797.12","ENSG00000265787.2","","ENSG00000113302.5"
"ENSG00000140525.19","ENSG00000116176.6","ENSG00000169607.13","","ENSG00000101000.6"
"ENSG00000101255.11","ENSG00000139174.12","ENSG00000226747.6","","ENSG00000143494.15"
"ENSG00000138346.15","ENSG00000262691.1","ENSG00000189431.8","","ENSG00000227543.5"
"ENSG00000179362.14","ENSG00000119969.15","ENSG00000137198.10","","ENSG00000166278.15"
"ENSG00000255561.7","ENSG00000073111.14","ENSG00000134815.19","","ENSG00000225205.5"
"ENSG00000162702.8","ENSG00000162458.13","ENSG00000135749.19","","ENSG00000144395.18"
"ENSG00000227619.3","ENSG00000066279.18","ENSG00000146670.10","","ENSG00000287828.1"
"ENSG00000139572.4","ENSG00000285077.2","ENSG00000065600.13","","ENSG00000185811.19"
"ENSG00000268658.5","ENSG00000163075.13","ENSG00000184575.12","","ENSG00000143226.15"
"ENSG00000271119.1","ENSG00000213468.7","ENSG00000182584.6","","ENSG00000126091.21"
"ENSG00000183196.10","ENSG00000286288.1","ENSG00000171097.14","","ENSG00000276931.1"
"ENSG00000186818.12","ENSG00000169247.14","ENSG00000237361.3","","ENSG00000246889.2"
"ENSG00000205794.4","ENSG00000158477.7","ENSG00000259994.1","","ENSG00000169826.8"
"ENSG00000286732.1","ENSG00000276115.1","ENSG00000108821.14","","ENSG00000139187.10"
"ENSG00000265296.1","ENSG00000260493.1","ENSG00000130590.14","","ENSG00000270019.1"
"ENSG00000029993.15","ENSG00000214290.8","ENSG00000056277.16","","ENSG00000137558.9"
"ENSG00000107821.15","ENSG00000151746.15","ENSG00000243753.5","","ENSG00000197299.12"
"ENSG00000170577.8","ENSG00000085491.17","ENSG00000183779.7","","ENSG00000212719.13"
"ENSG00000280789.2","ENSG00000168243.11","ENSG00000163577.8","","ENSG00000121933.19"
"ENSG00000232043.1","ENSG00000182013.18","ENSG00000200087.1","","ENSG00000114270.17"
"ENSG00000105419.18","ENSG00000272141.1","ENSG00000167880.8","","ENSG00000180785.10"
"ENSG00000109586.12","ENSG00000135477.11","ENSG00000103569.10","","ENSG00000085999.13"
"ENSG00000262312.2","ENSG00000137699.17","ENSG00000101444.13","","ENSG00000261655.1"
"ENSG00000269553.1","ENSG00000125869.10","ENSG00000255717.7","","ENSG00000150636.17"
"ENSG00000231203.1","ENSG00000197461.13","ENSG00000170122.5","","ENSG00000156802.13"
"ENSG00000025708.14","ENSG00000248405.10","ENSG00000089685.15","","ENSG00000263990.1"
"ENSG00000074370.18","ENSG00000121957.15","ENSG00000235363.1","","ENSG00000073792.16"
"ENSG00000225951.1","ENSG00000229124.7","ENSG00000223806.8","","ENSG00000282939.1"
"ENSG00000167880.8","ENSG00000180385.8","ENSG00000248693.1","","ENSG00000085840.13"
"ENSG00000274184.1","ENSG00000283064.1","ENSG00000187961.14","","ENSG00000169031.20"
"ENSG00000261801.6","ENSG00000128203.7","ENSG00000257956.1","","ENSG00000120334.15"
"ENSG00000165140.11","ENSG00000162873.15","ENSG00000115163.15","","ENSG00000157456.8"
"ENSG00000253535.5","ENSG00000041353.10","ENSG00000133627.18","","ENSG00000281103.2"
"ENSG00000104147.9","ENSG00000179111.9","ENSG00000284830.1","","ENSG00000130309.11"
"ENSG00000203635.2","ENSG00000170537.13","ENSG00000264057.1","","ENSG00000024526.17"
"ENSG00000284308.1","ENSG00000067191.16","ENSG00000157653.12","","ENSG00000119681.12"
"ENSG00000280924.1","ENSG00000103489.12","ENSG00000128342.5","","ENSG00000009790.15"
"ENSG00000087085.16","ENSG00000104901.7","ENSG00000230082.1","","ENSG00000187678.10"
"ENSG00000162782.16","ENSG00000170915.9","ENSG00000124743.6","","ENSG00000127946.17"
"ENSG00000285999.1","ENSG00000262703.1","ENSG00000279536.1","","ENSG00000124507.11"
"ENSG00000102384.13","ENSG00000269069.1","ENSG00000269947.1","","ENSG00000278861.1"
