"BRCA","CHOL","COAD","ESCA","HNSC"
"ENSG00000253182.1","ENSG00000178531.6","ENSG00000227088.2","ENSG00000184564.11","ENSG00000256268.2"
"ENSG00000226876.3","ENSG00000026559.14","ENSG00000238133.6","ENSG00000109272.4","ENSG00000224594.2"
"ENSG00000232400.1","ENSG00000175315.3","ENSG00000126583.11","ENSG00000117399.14","ENSG00000164220.7"
"ENSG00000160182.3","ENSG00000229028.2","ENSG00000196335.13","ENSG00000226476.6","ENSG00000111799.21"
"ENSG00000160683.5","ENSG00000197757.8","ENSG00000088836.14","ENSG00000116661.11","ENSG00000117152.14"
"ENSG00000253125.1","ENSG00000171345.13","ENSG00000165816.13","ENSG00000025708.14","ENSG00000258521.1"
"ENSG00000117650.13","ENSG00000224577.3","ENSG00000187258.14","ENSG00000095739.11","ENSG00000099953.10"
"ENSG00000134028.14","ENSG00000170561.13","ENSG00000232023.3","ENSG00000284540.1","ENSG00000278709.2"
"ENSG00000167964.13","ENSG00000254968.7","ENSG00000233839.1","ENSG00000215267.8","ENSG00000231560.1"
"ENSG00000249421.2","ENSG00000058085.15","ENSG00000170523.3","ENSG00000091651.9","ENSG00000267432.6"
"ENSG00000124171.9","ENSG00000120068.7","ENSG00000139515.6","ENSG00000280916.2","ENSG00000225362.10"
"ENSG00000253364.2","ENSG00000178773.15","ENSG00000145192.13","ENSG00000286563.1","ENSG00000183682.8"
"ENSG00000225166.2","ENSG00000258279.4","ENSG00000236257.1","ENSG00000183770.7","ENSG00000196979.1"
"ENSG00000057593.14","ENSG00000183454.18","ENSG00000174171.6","ENSG00000163923.10","ENSG00000226363.3"
"ENSG00000183971.10","ENSG00000169347.17","ENSG00000253308.2","ENSG00000287061.1","ENSG00000187775.17"
"ENSG00000108821.14","ENSG00000204540.11","ENSG00000233854.2","ENSG00000178999.13","ENSG00000233473.2"
"ENSG00000172061.9","ENSG00000138311.18","ENSG00000101115.13","ENSG00000169679.15","ENSG00000163568.15"
"ENSG00000132329.11","ENSG00000272068.1","ENSG00000204335.4","ENSG00000128709.13","ENSG00000184613.11"
"ENSG00000287566.1","ENSG00000154678.18","ENSG00000175426.11","ENSG00000272666.1","ENSG00000287626.1"
"ENSG00000183145.9","ENSG00000166342.19","ENSG00000105664.11","ENSG00000205277.9","ENSG00000256128.6"
"ENSG00000273983.1","ENSG00000124664.11","ENSG00000149243.16","ENSG00000163507.14","ENSG00000211673.2"
"ENSG00000151790.9","ENSG00000236714.3","ENSG00000149968.12","ENSG00000108379.10","ENSG00000156414.19"
"ENSG00000260220.7","ENSG00000153404.14","ENSG00000105048.17","ENSG00000170044.8","ENSG00000205334.2"
"ENSG00000234965.2","ENSG00000162931.12","ENSG00000287407.1","ENSG00000169607.13","ENSG00000257844.2"
"ENSG00000231868.1","ENSG00000255202.1","ENSG00000151224.13","ENSG00000135451.13","ENSG00000160856.21"
"ENSG00000102837.7","ENSG00000165891.16","ENSG00000203635.2","ENSG00000197261.11","ENSG00000115844.11"
"ENSG00000188833.10","ENSG00000234477.1","ENSG00000241598.5","ENSG00000114346.14","ENSG00000178150.10"
"ENSG00000162849.16","ENSG00000110195.14","ENSG00000196611.5","ENSG00000147536.12","ENSG00000287188.1"
