"BRCA","CHOL","COAD","ESCA","HNSC"
"ENSG00000196549.12","ENSG00000249119.1","ENSG00000170231.16","ENSG00000111846.19","ENSG00000236830.7"
"ENSG00000258479.6","ENSG00000241186.10","ENSG00000186675.7","ENSG00000176533.13","ENSG00000169908.12"
"ENSG00000154080.14","ENSG00000229314.5","ENSG00000133317.16","ENSG00000156959.9","ENSG00000143819.12"
"ENSG00000286289.1","ENSG00000264006.8","ENSG00000065371.17","ENSG00000267508.6","ENSG00000133112.17"
"ENSG00000167641.11","ENSG00000282097.1","ENSG00000198074.10","ENSG00000167554.15","ENSG00000241656.1"
"ENSG00000122592.8","ENSG00000196344.11","ENSG00000163710.9","ENSG00000198695.2","ENSG00000269985.1"
"ENSG00000168477.19","ENSG00000258867.6","ENSG00000169618.7","ENSG00000276365.1","ENSG00000000003.15"
"ENSG00000179094.16","ENSG00000227240.2","ENSG00000115556.14","ENSG00000205517.13","ENSG00000135951.16"
"ENSG00000186081.12","ENSG00000161267.12","ENSG00000197165.11","ENSG00000230118.1","ENSG00000251615.3"
"ENSG00000179636.15","ENSG00000106327.13","ENSG00000144406.19","ENSG00000135549.15","ENSG00000142765.18"
"ENSG00000149488.13","ENSG00000240915.2","ENSG00000145936.9","ENSG00000198440.9","ENSG00000168273.8"
"ENSG00000154258.17","ENSG00000228826.3","ENSG00000286069.2","ENSG00000209082.1","ENSG00000160799.11"
"ENSG00000276365.1","ENSG00000187823.3","ENSG00000135218.19","ENSG00000101638.14","ENSG00000250479.9"
"ENSG00000095713.14","ENSG00000105697.9","ENSG00000100626.17","ENSG00000139438.6","ENSG00000095637.22"
"ENSG00000163017.14","ENSG00000248319.2","ENSG00000154080.14","ENSG00000252448.1","ENSG00000272398.6"
"ENSG00000234884.2","ENSG00000278690.1","ENSG00000205037.2","ENSG00000167964.13","ENSG00000182853.12"
"ENSG00000205364.4","ENSG00000196177.13","ENSG00000070729.14","ENSG00000144749.14","ENSG00000213757.3"
"ENSG00000227094.1","ENSG00000168746.8","ENSG00000089199.10","ENSG00000248309.7","ENSG00000074964.17"
"ENSG00000169252.6","ENSG00000258001.1","ENSG00000138722.10","ENSG00000015532.10","ENSG00000142657.21"
"ENSG00000154678.18","ENSG00000176635.18","ENSG00000235523.1","ENSG00000260932.1","ENSG00000224094.1"
"ENSG00000230910.4","ENSG00000205622.11","ENSG00000167701.14","ENSG00000257277.2","ENSG00000156675.16"
"ENSG00000240654.6","ENSG00000132854.19","ENSG00000271178.1","ENSG00000109339.24","ENSG00000259883.2"
"ENSG00000230333.6","ENSG00000253111.2","ENSG00000155980.13","ENSG00000172164.15","ENSG00000114779.19"
"ENSG00000231768.2","ENSG00000109576.14","ENSG00000281721.1","ENSG00000261208.1","ENSG00000197520.10"
"ENSG00000167281.19","ENSG00000093134.15","ENSG00000230916.2","ENSG00000270020.1","ENSG00000156453.14"
"ENSG00000235387.5","ENSG00000261701.7","ENSG00000120498.14","ENSG00000255234.6","ENSG00000165807.8"
"ENSG00000230461.9","ENSG00000275944.1","ENSG00000149654.11","ENSG00000112541.17","ENSG00000176920.13"
"ENSG00000163735.7","ENSG00000183971.10","ENSG00000038295.8","ENSG00000269028.3","ENSG00000100116.17"
"ENSG00000186832.9","ENSG00000228477.1","ENSG00000196109.9","ENSG00000133019.12","ENSG00000170545.17"
"ENSG00000286805.1","ENSG00000168237.18","ENSG00000224321.1","ENSG00000271474.1","ENSG00000183172.9"
"ENSG00000182732.18","ENSG00000233376.1","ENSG00000139352.4","ENSG00000236349.1","ENSG00000269313.5"
"ENSG00000108381.11","ENSG00000286478.1","ENSG00000133878.9","ENSG00000198336.9","ENSG00000188846.14"
"ENSG00000129455.15","ENSG00000140263.15","ENSG00000179314.14","ENSG00000240409.1","ENSG00000262902.1"
"ENSG00000188783.6","ENSG00000223723.1","ENSG00000185985.11","ENSG00000235731.3","ENSG00000057294.15"
"ENSG00000124935.4","ENSG00000154269.15","ENSG00000124205.18","ENSG00000268926.3","ENSG00000243069.8"
"ENSG00000165124.18","ENSG00000100889.12","ENSG00000158089.15","ENSG00000188536.13","ENSG00000060762.19"
"ENSG00000080293.10","ENSG00000248810.2","ENSG00000258537.5","ENSG00000096060.15","ENSG00000151498.12"
"ENSG00000178878.13","ENSG00000167701.14","ENSG00000231412.2","ENSG00000109794.13","ENSG00000234618.1"
"ENSG00000224613.7","ENSG00000145321.13","ENSG00000158458.21","ENSG00000255587.9","ENSG00000184557.4"
"ENSG00000146233.8","ENSG00000148965.10","ENSG00000187151.7","ENSG00000187229.3","ENSG00000072778.20"
"ENSG00000167772.12","ENSG00000125851.10","ENSG00000168314.17","ENSG00000267694.1","ENSG00000119986.7"
"ENSG00000187185.4","ENSG00000279082.4","ENSG00000286848.1","ENSG00000155875.15","ENSG00000135373.13"
"ENSG00000165072.10","ENSG00000165140.11","ENSG00000150627.16","ENSG00000169432.18","ENSG00000273045.7"
"ENSG00000109610.6","ENSG00000134548.11","ENSG00000172403.11","ENSG00000198786.2","ENSG00000182795.13"
"ENSG00000139874.6","ENSG00000226321.5","ENSG00000236120.7","ENSG00000287458.1","ENSG00000129595.14"
"ENSG00000188828.12","ENSG00000235263.1","ENSG00000007314.12","ENSG00000266907.1","ENSG00000134324.12"
"ENSG00000077264.15","ENSG00000231100.1","ENSG00000181195.11","ENSG00000279026.1","ENSG00000007255.10"
"ENSG00000262097.2","ENSG00000151365.2","ENSG00000227243.3","ENSG00000255669.2","ENSG00000078804.13"
"ENSG00000186847.6","ENSG00000134612.12","ENSG00000198523.6","ENSG00000167281.19","ENSG00000169020.10"
"ENSG00000165349.12","ENSG00000283991.1","ENSG00000204687.4","ENSG00000281181.1","ENSG00000162244.12"
"ENSG00000108551.5","ENSG00000005471.19","ENSG00000245080.7","ENSG00000100307.13","ENSG00000127418.15"
"ENSG00000241684.6","ENSG00000141505.12","ENSG00000260947.1","ENSG00000101542.10","ENSG00000119514.7"
"ENSG00000149090.12","ENSG00000197254.4","ENSG00000185290.4","ENSG00000217181.1","ENSG00000127184.13"
"ENSG00000164736.6","ENSG00000135929.9","ENSG00000069018.19","ENSG00000173258.13","ENSG00000159921.19"
"ENSG00000287232.1","ENSG00000287928.1","ENSG00000243832.1","ENSG00000225603.3","ENSG00000122359.18"
"ENSG00000198768.11","ENSG00000204710.2","ENSG00000162391.12","ENSG00000187942.12","ENSG00000197892.13"
"ENSG00000258572.1","ENSG00000213398.8","ENSG00000104112.9","ENSG00000224295.3","ENSG00000175806.15"
"ENSG00000007314.12","ENSG00000225603.3","ENSG00000239975.2","ENSG00000253404.1","ENSG00000144366.16"
"ENSG00000154263.17","ENSG00000198744.5","ENSG00000130643.9","ENSG00000077684.16","ENSG00000117013.17"
"ENSG00000249669.10","ENSG00000130812.10","ENSG00000113296.14","ENSG00000269971.1","ENSG00000241837.7"
"ENSG00000187699.10","ENSG00000224893.7","ENSG00000212916.4","ENSG00000179954.16","ENSG00000107537.14"
"ENSG00000167755.15","ENSG00000113492.14","ENSG00000151090.20","ENSG00000112394.17","ENSG00000034152.19"
"ENSG00000163734.4","ENSG00000172955.17","ENSG00000277494.2","ENSG00000275110.1","ENSG00000213722.10"
"ENSG00000091513.16","ENSG00000182902.14","ENSG00000288045.1","ENSG00000222465.1","ENSG00000144451.19"
"ENSG00000205221.12","ENSG00000143171.13","ENSG00000167414.4","ENSG00000180769.10","ENSG00000196177.13"
"ENSG00000124615.20","ENSG00000185899.1","ENSG00000113396.13","ENSG00000157514.16","ENSG00000278535.5"
"ENSG00000180287.17","ENSG00000163581.14","ENSG00000101955.15","ENSG00000282024.1","ENSG00000272143.1"
"ENSG00000105971.15","ENSG00000230647.2","ENSG00000172005.11","ENSG00000226026.6","ENSG00000099849.15"
"ENSG00000146147.15","ENSG00000111249.14","ENSG00000166473.17","ENSG00000091181.20","ENSG00000197019.5"
"ENSG00000258819.2","ENSG00000108231.14","ENSG00000100079.7","ENSG00000287620.1","ENSG00000089220.5"
"ENSG00000153823.19","ENSG00000141338.14","ENSG00000250137.1","ENSG00000258708.1","ENSG00000152234.16"
"ENSG00000145777.15","ENSG00000188257.12","ENSG00000134028.14","ENSG00000155792.10","ENSG00000144713.13"
"ENSG00000277631.5","ENSG00000204583.10","ENSG00000116748.21","ENSG00000077044.11","ENSG00000133315.12"
"ENSG00000187715.13","ENSG00000283003.2","ENSG00000105737.9","ENSG00000184084.7","ENSG00000073350.14"
"ENSG00000167779.9","ENSG00000105852.11","ENSG00000104435.14","ENSG00000111052.7","ENSG00000134243.12"
"ENSG00000204767.4","ENSG00000205669.4","ENSG00000197561.7","ENSG00000225972.1","ENSG00000165929.13"
"ENSG00000257060.7","ENSG00000251685.3","ENSG00000068976.14","ENSG00000188039.16",""
"ENSG00000173267.14","ENSG00000287709.1","ENSG00000168546.11","ENSG00000198597.9",""
"ENSG00000134765.10","ENSG00000205702.11","ENSG00000111863.13","ENSG00000158445.10",""
"ENSG00000197561.7","ENSG00000173406.16","ENSG00000168309.18","ENSG00000248522.1",""
"ENSG00000288048.1","ENSG00000146678.10","ENSG00000168903.9","ENSG00000288109.1",""
"ENSG00000083067.23","ENSG00000251448.2","ENSG00000250722.6","ENSG00000187151.7",""
"ENSG00000154928.18","ENSG00000080618.17","ENSG00000167723.15","ENSG00000108187.16",""
"ENSG00000106006.6","ENSG00000272021.1","ENSG00000233670.7","ENSG00000218749.1",""
"ENSG00000250056.8","ENSG00000250799.11","ENSG00000180616.9","ENSG00000243904.1",""
"ENSG00000106004.5","ENSG00000272456.1","ENSG00000109832.14","ENSG00000273674.5",""
"ENSG00000127743.6","ENSG00000166816.15","ENSG00000165457.14","ENSG00000240175.1",""
"ENSG00000245293.3","ENSG00000214888.3","ENSG00000269667.2","ENSG00000259065.2",""
"ENSG00000147862.17","ENSG00000176974.20","ENSG00000180660.8","ENSG00000162373.13",""
"ENSG00000164330.17","ENSG00000234235.1","ENSG00000233999.3","ENSG00000206127.11",""
"ENSG00000133067.17","ENSG00000231948.2","ENSG00000004799.8","ENSG00000197816.16",""
"ENSG00000261616.1","ENSG00000165972.13","ENSG00000117322.18","ENSG00000279796.1",""
"ENSG00000186150.5","ENSG00000248485.2","ENSG00000253549.6","ENSG00000186628.12",""
"ENSG00000129757.14","ENSG00000236155.6","ENSG00000187699.10","ENSG00000180354.16",""
"ENSG00000099260.11","ENSG00000160862.13","ENSG00000278318.5","ENSG00000232186.1",""
"ENSG00000154856.13","ENSG00000116771.6","ENSG00000184434.8","ENSG00000130222.11",""
"ENSG00000130176.8","ENSG00000175287.19","ENSG00000279668.3","ENSG00000273372.1",""
"ENSG00000286288.1","ENSG00000237742.7","ENSG00000143171.13","ENSG00000275120.3",""
"ENSG00000261390.6","ENSG00000036473.8","ENSG00000146090.16","ENSG00000283945.1",""
"ENSG00000144339.12","ENSG00000236136.1","ENSG00000261795.1","ENSG00000150995.20",""
"ENSG00000090659.18","ENSG00000143845.15","ENSG00000267505.1","ENSG00000101298.15",""
"ENSG00000128573.26","ENSG00000243696.5","ENSG00000111249.14","ENSG00000259660.2",""
"ENSG00000186642.16","ENSG00000136457.10","ENSG00000230417.12","ENSG00000070915.10",""
"ENSG00000119771.15","ENSG00000233929.1","ENSG00000080293.10","ENSG00000265527.1",""
"ENSG00000117594.10","ENSG00000186204.15","ENSG00000169397.3","ENSG00000139112.11",""
"ENSG00000109956.13","ENSG00000247317.3","ENSG00000164270.18","ENSG00000230832.3",""
"ENSG00000259683.1","ENSG00000055955.17","ENSG00000105609.17","ENSG00000259665.1",""
"ENSG00000166960.16","ENSG00000099954.18","ENSG00000286039.1","ENSG00000232097.1",""
"ENSG00000245812.3","ENSG00000284196.3","ENSG00000283525.1","ENSG00000157445.15",""
"ENSG00000198624.13","ENSG00000177138.17","ENSG00000211445.12","ENSG00000198868.3",""
"ENSG00000127955.17","ENSG00000062282.15","ENSG00000166183.16","ENSG00000262700.1",""
"ENSG00000233766.7","ENSG00000232724.1","ENSG00000198569.10","ENSG00000170935.8",""
"ENSG00000152463.15","ENSG00000248538.8","ENSG00000149596.7","ENSG00000196263.8",""
"ENSG00000181778.5","ENSG00000287313.1","ENSG00000105894.12","ENSG00000181982.19",""
"ENSG00000138640.15","ENSG00000172828.13","ENSG00000165300.7","ENSG00000263232.2",""
"ENSG00000165621.8","ENSG00000183044.12","ENSG00000145362.20","ENSG00000249494.6",""
"ENSG00000133392.18","ENSG00000168389.18","ENSG00000164418.21","ENSG00000159388.6",""
"ENSG00000101955.15","ENSG00000107537.14","ENSG00000166035.11","ENSG00000108551.5",""
"ENSG00000184905.9","ENSG00000121570.12","ENSG00000184347.15","ENSG00000285719.2",""
"ENSG00000172201.12","ENSG00000164406.8","ENSG00000163792.6","ENSG00000247828.8",""
"ENSG00000266265.4","ENSG00000273582.1","ENSG00000205038.12","ENSG00000213480.3",""
"ENSG00000182950.3","ENSG00000121690.11","ENSG00000053328.8","ENSG00000164849.10",""
"ENSG00000138678.11","ENSG00000171402.15","ENSG00000112818.10","ENSG00000172554.12",""
"ENSG00000236882.8","ENSG00000147481.17","ENSG00000058404.20","ENSG00000267529.3",""
"ENSG00000186417.14","ENSG00000152760.10","ENSG00000224940.9","ENSG00000168405.17",""
"ENSG00000182263.14","ENSG00000260802.1","ENSG00000214575.9","ENSG00000266256.3",""
"ENSG00000109819.9","ENSG00000171234.14","ENSG00000286583.1","ENSG00000249505.1",""
"ENSG00000189134.4","ENSG00000136011.15","ENSG00000287059.1","ENSG00000197928.10",""
"ENSG00000079308.19","ENSG00000183281.14","ENSG00000164929.17","ENSG00000204403.9",""
"ENSG00000242242.6","ENSG00000286153.1","ENSG00000082293.13","ENSG00000198521.12",""
"ENSG00000233926.1","ENSG00000227242.4","ENSG00000135842.17","ENSG00000287508.1",""
"ENSG00000223656.1","ENSG00000134532.19","ENSG00000185518.12","ENSG00000260903.3",""
"ENSG00000260192.3","ENSG00000102743.15","ENSG00000072041.17","ENSG00000266876.1",""
"ENSG00000094755.17","ENSG00000275088.1","ENSG00000283422.1","ENSG00000168497.5",""
"ENSG00000232528.3","ENSG00000254704.3","ENSG00000154262.13","ENSG00000276396.1",""
"ENSG00000163431.13","ENSG00000256340.8","ENSG00000022267.19","ENSG00000225808.1",""
"ENSG00000134760.6","ENSG00000228923.1","ENSG00000174145.8","ENSG00000248527.1",""
"ENSG00000148180.21","ENSG00000039537.14","ENSG00000170153.11","ENSG00000148219.17",""
"ENSG00000101349.17","ENSG00000238102.2","ENSG00000099139.14","ENSG00000079308.19",""
"ENSG00000104490.18","ENSG00000230102.8","ENSG00000176641.11","ENSG00000139132.14",""
"ENSG00000171885.18","ENSG00000182156.10","ENSG00000205683.11","ENSG00000268182.6",""
"ENSG00000149575.9","ENSG00000171557.17","ENSG00000163106.11","ENSG00000121671.12",""
"ENSG00000146005.4","ENSG00000225756.1","ENSG00000223573.7","ENSG00000232196.4",""
"ENSG00000048540.15","ENSG00000139914.6","ENSG00000127129.10","ENSG00000176293.20",""
"ENSG00000176076.7","ENSG00000254990.5","ENSG00000137441.8","ENSG00000122786.20",""
"ENSG00000103034.14","ENSG00000099834.19","ENSG00000253102.1","ENSG00000277039.1",""
"ENSG00000158887.19","ENSG00000258460.2","ENSG00000267405.1","ENSG00000196177.13",""
"ENSG00000248668.3","ENSG00000213938.3","ENSG00000170954.11","ENSG00000175198.17",""
"ENSG00000168546.11","ENSG00000205436.7","ENSG00000168356.13","ENSG00000259635.1",""
"ENSG00000241644.2","ENSG00000163687.14","ENSG00000082397.17","ENSG00000226443.3",""
"ENSG00000168824.14","ENSG00000259881.1","ENSG00000261469.1","ENSG00000164176.13",""
"ENSG00000164849.10","ENSG00000260105.6","ENSG00000074276.10","ENSG00000203506.5",""
"ENSG00000149970.16","ENSG00000254042.2","ENSG00000173267.14","ENSG00000171596.7",""
"ENSG00000240602.7","ENSG00000176381.6","ENSG00000250413.1","ENSG00000196507.11",""
"ENSG00000146477.6","ENSG00000270513.1","ENSG00000158887.19","ENSG00000197054.12",""
"ENSG00000251257.2","ENSG00000159423.17","ENSG00000186417.14","ENSG00000182902.14",""
"ENSG00000101049.17","ENSG00000246022.3","ENSG00000260057.6","ENSG00000116983.13",""
"ENSG00000260105.6","ENSG00000189419.8","ENSG00000241684.6","ENSG00000172340.15",""
"ENSG00000183960.9","ENSG00000259974.3","ENSG00000258987.2","ENSG00000115457.10",""
"ENSG00000232803.1","ENSG00000197444.10","ENSG00000067840.12","ENSG00000210082.2",""
"ENSG00000229116.3","ENSG00000205835.9","ENSG00000136457.10","ENSG00000138640.15",""
"ENSG00000070182.21","ENSG00000120054.12","ENSG00000130595.19","ENSG00000255366.1",""
"ENSG00000166173.11","ENSG00000219607.4","ENSG00000197992.7","ENSG00000205362.11",""
"ENSG00000274021.1","ENSG00000155666.12","ENSG00000178473.7","ENSG00000284691.1",""
"ENSG00000235033.7","ENSG00000121270.16","ENSG00000181374.8","ENSG00000226935.6",""
"ENSG00000077274.9","ENSG00000187889.13","ENSG00000075035.10","ENSG00000198727.2",""
"ENSG00000099957.16","ENSG00000166035.11","ENSG00000253958.2","ENSG00000160460.16",""
"ENSG00000137960.6","ENSG00000166278.15","ENSG00000178462.12","ENSG00000279357.1",""
"ENSG00000113594.10","ENSG00000273407.1","ENSG00000185774.16","ENSG00000133943.21",""
"ENSG00000112964.14","ENSG00000241754.2","ENSG00000185046.18","ENSG00000164039.15",""
"ENSG00000162706.13","ENSG00000091262.16","ENSG00000170214.5","ENSG00000164180.14",""
"ENSG00000153291.16","ENSG00000259479.6","ENSG00000134201.12","ENSG00000168427.9",""
"ENSG00000166924.9","ENSG00000100003.18","ENSG00000127083.7","ENSG00000132405.19",""
"ENSG00000267304.1","ENSG00000164237.9","ENSG00000173320.12","ENSG00000232926.1",""
"ENSG00000254369.6","ENSG00000285624.2","ENSG00000154118.13","ENSG00000256222.3",""
"ENSG00000003096.14","ENSG00000197594.13","ENSG00000089169.15","ENSG00000144792.9",""
"ENSG00000278266.1","ENSG00000251209.9","ENSG00000248994.2","ENSG00000247679.3",""
"ENSG00000145936.9","ENSG00000187824.9","ENSG00000235904.3","ENSG00000215580.11",""
"ENSG00000106714.17","ENSG00000138075.14","ENSG00000184226.15","ENSG00000185442.13",""
"ENSG00000180525.13","ENSG00000269964.3","ENSG00000249797.2","ENSG00000170624.13",""
"ENSG00000136158.12","ENSG00000198948.12","ENSG00000164161.10","ENSG00000094841.14",""
"ENSG00000078399.19","ENSG00000260850.2","ENSG00000287367.1","ENSG00000240225.10",""
"ENSG00000105894.12","ENSG00000269353.1","ENSG00000039537.14","ENSG00000083720.13",""
"ENSG00000112530.11","ENSG00000244731.8","ENSG00000146151.14","ENSG00000198804.2",""
"ENSG00000154529.15","ENSG00000073754.6","ENSG00000198650.11","ENSG00000106804.8",""
"ENSG00000226329.2","ENSG00000268230.5","ENSG00000071967.12","ENSG00000258458.8",""
"ENSG00000254862.5","ENSG00000197099.8","ENSG00000072195.15","ENSG00000183111.12",""
"ENSG00000151623.15","ENSG00000115363.14","ENSG00000226306.6","ENSG00000265413.1",""
"ENSG00000165795.23","ENSG00000159261.12","ENSG00000228222.1","ENSG00000224609.8",""
"ENSG00000135046.14","ENSG00000162882.15","ENSG00000235049.1","ENSG00000196275.14",""
"ENSG00000230587.2","ENSG00000132541.11","ENSG00000153993.13","ENSG00000182463.16",""
"ENSG00000196139.14","ENSG00000143819.12","ENSG00000282608.2","ENSG00000250303.4",""
"ENSG00000246228.6","ENSG00000171954.13","ENSG00000166959.8","ENSG00000271420.1",""
"ENSG00000106511.6","ENSG00000203995.10","ENSG00000211974.3","ENSG00000213463.5",""
"ENSG00000188626.6","ENSG00000234076.1","ENSG00000226519.2","ENSG00000235033.7",""
"ENSG00000286406.1","ENSG00000205364.4","ENSG00000187097.13","ENSG00000196268.12",""
"ENSG00000131730.16","ENSG00000287770.1","ENSG00000250486.5","ENSG00000198947.16",""
"ENSG00000154262.13","ENSG00000229886.1","ENSG00000166111.10","ENSG00000205710.4",""
"ENSG00000004846.16","ENSG00000017427.17","ENSG00000145850.9","ENSG00000227354.7",""
"ENSG00000178722.13","ENSG00000232721.2","ENSG00000112964.14","ENSG00000260339.1",""
"ENSG00000119138.4","ENSG00000158296.14","ENSG00000227467.3","ENSG00000204219.11",""
"ENSG00000283031.2","ENSG00000282301.3","ENSG00000278535.5","ENSG00000259448.3",""
"ENSG00000162878.13","ENSG00000125337.19","ENSG00000116183.11","ENSG00000287875.1",""
"ENSG00000154330.13","ENSG00000134716.11","ENSG00000139200.14","ENSG00000243431.1",""
"ENSG00000128422.17","ENSG00000264404.3","ENSG00000154175.18","ENSG00000255967.1",""
"ENSG00000135298.14","ENSG00000224177.8","ENSG00000171951.5","ENSG00000182054.10",""
"ENSG00000147257.15","ENSG00000148803.12","ENSG00000185176.13","ENSG00000139160.13",""
"ENSG00000111275.13","ENSG00000213071.11","ENSG00000142583.18","ENSG00000229956.11",""
"ENSG00000198732.11","ENSG00000261238.1","ENSG00000140538.16","ENSG00000275131.3",""
"ENSG00000132561.14","ENSG00000237361.3","ENSG00000211895.5","ENSG00000010319.7",""
"ENSG00000005249.13","ENSG00000165828.15","ENSG00000276975.3","ENSG00000196220.16",""
"ENSG00000272143.1","ENSG00000183230.17","ENSG00000104888.10","ENSG00000148090.12",""
"ENSG00000197696.10","ENSG00000267586.7","ENSG00000125675.18","ENSG00000198938.2",""
"ENSG00000116678.20","ENSG00000167964.13","ENSG00000263508.6","ENSG00000229344.1",""
"ENSG00000264345.2","ENSG00000118777.12","ENSG00000152932.8","ENSG00000237489.5",""
"ENSG00000169933.16","ENSG00000169252.6","ENSG00000102678.7","ENSG00000261338.2",""
"ENSG00000106034.18","ENSG00000099194.6","ENSG00000240505.9","ENSG00000116117.18",""
"ENSG00000276476.3","ENSG00000287320.1","ENSG00000142973.14","ENSG00000080546.13",""
"ENSG00000272701.3","ENSG00000234647.2","ENSG00000144619.15","ENSG00000234604.2",""
"ENSG00000224063.6","ENSG00000228888.1","ENSG00000145681.11","",""
"ENSG00000182836.10","ENSG00000106853.20","ENSG00000198597.9","",""
"ENSG00000088992.18","ENSG00000171236.10","ENSG00000117115.13","",""
"ENSG00000105996.7","ENSG00000160200.18","ENSG00000173175.15","",""
"ENSG00000169550.14","ENSG00000084734.9","ENSG00000166405.15","",""
"ENSG00000108001.15","ENSG00000146147.15","ENSG00000172260.15","",""
"ENSG00000122733.12","ENSG00000267675.1","ENSG00000172554.12","",""
"ENSG00000101230.6","ENSG00000130707.18","ENSG00000145708.11","",""
"ENSG00000010319.7","ENSG00000141622.14","ENSG00000226530.2","",""
"ENSG00000274312.1","ENSG00000121361.5","ENSG00000154277.13","",""
"ENSG00000223658.8","ENSG00000090534.20","ENSG00000234323.8","",""
"ENSG00000116183.11","ENSG00000092607.15","ENSG00000156486.8","",""
"ENSG00000233608.4","ENSG00000121410.12","ENSG00000158125.10","",""
"ENSG00000267272.5","ENSG00000148123.15","ENSG00000197766.8","",""
"ENSG00000168490.14","ENSG00000149809.16","ENSG00000134121.10","",""
"ENSG00000280916.2","ENSG00000181778.5","ENSG00000104921.15","",""
"ENSG00000225398.3","ENSG00000133328.4","ENSG00000009694.13","",""
"ENSG00000076706.17","ENSG00000184374.3","ENSG00000040199.18","",""
"ENSG00000225914.3","ENSG00000280306.1","ENSG00000036473.8","",""
"ENSG00000161281.11","ENSG00000023330.15","ENSG00000181541.6","",""
"ENSG00000243836.5","ENSG00000214264.4","ENSG00000240654.6","",""
"ENSG00000163827.13","ENSG00000152782.16","ENSG00000124302.13","",""
"ENSG00000170145.5","ENSG00000171766.17","ENSG00000167555.14","",""
"ENSG00000253649.5","ENSG00000134962.7","ENSG00000182674.6","",""
"ENSG00000133401.16","ENSG00000161653.11","ENSG00000094963.14","",""
"ENSG00000185345.23","ENSG00000129910.8","ENSG00000228146.8","",""
"ENSG00000162733.19","ENSG00000182704.8","ENSG00000158008.10","",""
"ENSG00000106823.12","ENSG00000166347.19","ENSG00000107562.16","",""
"ENSG00000223756.7","ENSG00000205362.11","ENSG00000189129.14","",""
"ENSG00000259407.1","ENSG00000230306.1","ENSG00000127074.15","",""
"ENSG00000198885.10","ENSG00000250722.6","ENSG00000286035.1","",""
"ENSG00000081853.15","ENSG00000279611.1","ENSG00000232855.7","",""
"ENSG00000254847.1","ENSG00000140470.15","ENSG00000147576.17","",""
"ENSG00000145113.22","ENSG00000243135.6","ENSG00000225523.2","",""
"ENSG00000241158.7","ENSG00000129988.6","ENSG00000166257.9","",""
"ENSG00000116741.8","ENSG00000147576.17","ENSG00000287750.1","",""
"ENSG00000203930.12","ENSG00000127241.18","ENSG00000118308.15","",""
"ENSG00000141485.17","ENSG00000170011.14","ENSG00000179542.16","",""
"ENSG00000253293.5","ENSG00000226519.2","ENSG00000163687.14","",""
"ENSG00000146592.17","ENSG00000267405.1","ENSG00000099834.19","",""
"ENSG00000137225.13","ENSG00000236754.5","ENSG00000225111.1","",""
"ENSG00000102010.15","ENSG00000100665.12","ENSG00000102010.15","",""
"ENSG00000231826.6","ENSG00000259417.3","ENSG00000235532.1","",""
"ENSG00000144642.22","ENSG00000168913.7","ENSG00000158270.12","",""
"ENSG00000151962.8","ENSG00000121691.7","ENSG00000133328.4","",""
"ENSG00000116690.13","ENSG00000227634.3","ENSG00000175600.16","",""
"ENSG00000155970.12","ENSG00000166123.14","ENSG00000137634.10","",""
"ENSG00000157152.17","ENSG00000131979.20","ENSG00000125355.16","",""
"ENSG00000146374.14","ENSG00000145777.15","ENSG00000171126.8","",""
"ENSG00000248309.7","ENSG00000227999.1","ENSG00000198865.10","",""
"ENSG00000283383.1","ENSG00000175899.15","ENSG00000063015.20","",""
"ENSG00000285000.1","ENSG00000147223.6","ENSG00000178404.10","",""
"ENSG00000169432.18","ENSG00000109929.10","ENSG00000065609.14","",""
"ENSG00000171303.7","ENSG00000198515.16","ENSG00000165702.14","",""
"ENSG00000102287.19","ENSG00000269976.1","ENSG00000144218.19","",""
"ENSG00000115353.11","ENSG00000262995.1","ENSG00000166816.15","",""
"ENSG00000164776.10","ENSG00000241399.7","ENSG00000124568.12","",""
"ENSG00000136826.15","ENSG00000115361.8","ENSG00000175329.13","",""
"ENSG00000116711.10","ENSG00000227192.1","ENSG00000156687.11","",""
"ENSG00000106633.17","ENSG00000274225.1","ENSG00000152779.14","",""
"ENSG00000112293.15","ENSG00000240602.7","ENSG00000160712.13","",""
"ENSG00000167874.7","ENSG00000156222.12","ENSG00000160801.14","",""
"ENSG00000131016.17","ENSG00000185652.12","ENSG00000224057.1","",""
"ENSG00000180354.16","ENSG00000000971.16","ENSG00000120885.22","",""
"ENSG00000154645.14","ENSG00000261578.1","ENSG00000162761.14","",""
"ENSG00000248994.2","ENSG00000260876.6","ENSG00000249167.2","",""
"ENSG00000257219.6","ENSG00000120158.12","ENSG00000080644.16","",""
"ENSG00000228649.9","ENSG00000279949.1","ENSG00000100628.12","",""
"ENSG00000174804.4","ENSG00000272510.1","ENSG00000154258.17","",""
"ENSG00000282556.3","ENSG00000140479.18","ENSG00000162398.11","",""
"ENSG00000073282.14","ENSG00000133027.18","ENSG00000225698.3","",""
"ENSG00000205611.5","ENSG00000184227.8","ENSG00000198768.11","",""
"ENSG00000126218.12","ENSG00000081051.8","ENSG00000273445.1","",""
"ENSG00000146530.14","ENSG00000137491.15","ENSG00000151789.12","",""
"ENSG00000184384.14","ENSG00000011347.10","ENSG00000129990.15","",""
"ENSG00000238198.2","ENSG00000165953.10","ENSG00000082482.14","",""
"ENSG00000153162.9","ENSG00000111058.8","ENSG00000114455.13","",""
"ENSG00000166257.9","ENSG00000222236.1","ENSG00000006747.15","",""
