"BRCA","CHOL","COAD","ESCA","HNSC"
"ENSG00000248275.2","ENSG00000107902.14","ENSG00000134955.12","",""
"ENSG00000070371.16","ENSG00000231083.1","ENSG00000166313.19","",""
"ENSG00000106829.20","ENSG00000162496.9","ENSG00000158406.5","",""
"ENSG00000280594.1","ENSG00000169752.17","ENSG00000258405.11","",""
"ENSG00000227176.1","ENSG00000170959.14","ENSG00000286646.1","",""
"ENSG00000226530.2","ENSG00000131951.11","ENSG00000067113.17","",""
"ENSG00000184304.16","ENSG00000170608.3","ENSG00000198673.10","",""
"ENSG00000286458.1","ENSG00000157557.13","ENSG00000137558.9","",""
"ENSG00000251396.7","ENSG00000106049.9","ENSG00000153898.13","",""
"ENSG00000167711.14","ENSG00000272689.1","ENSG00000273472.1","",""
"ENSG00000204618.8","ENSG00000271874.1","ENSG00000179144.5","",""
"ENSG00000026025.16","ENSG00000253406.1","ENSG00000169554.22","",""
"ENSG00000163492.15","ENSG00000286330.1","ENSG00000136960.13","",""
"ENSG00000148483.9","ENSG00000237188.5","ENSG00000119865.9","",""
"ENSG00000260306.1","ENSG00000137713.16","ENSG00000271797.1","",""
"ENSG00000079337.16","ENSG00000263606.1","ENSG00000059728.11","",""
"ENSG00000079739.17","ENSG00000124343.14","ENSG00000106823.12","",""
"ENSG00000122035.7","ENSG00000164742.16","ENSG00000155970.12","",""
"ENSG00000143382.15","ENSG00000198947.16","ENSG00000183134.5","",""
"ENSG00000187323.12","ENSG00000119686.10","ENSG00000092421.17","",""
"ENSG00000272636.4","ENSG00000139178.11","ENSG00000249279.6","",""
"ENSG00000260423.2","ENSG00000186301.8","ENSG00000005108.16","",""
"ENSG00000272691.1","ENSG00000228146.8","ENSG00000153162.9","",""
"ENSG00000269067.2","ENSG00000258732.1","ENSG00000163637.13","",""
"ENSG00000246548.3","ENSG00000242262.1","ENSG00000182175.14","",""
"ENSG00000227755.1","ENSG00000100344.11","ENSG00000159307.19","",""
"ENSG00000148468.17","ENSG00000138821.13","ENSG00000166250.12","",""
"ENSG00000264017.2","ENSG00000146416.19","ENSG00000186265.10","",""
"ENSG00000111077.18","ENSG00000125730.17","ENSG00000134533.6","",""
"ENSG00000286622.1","ENSG00000120053.12","ENSG00000162614.19","",""
"ENSG00000119865.9","ENSG00000001084.13","ENSG00000025423.11","",""
"ENSG00000214575.9","ENSG00000128271.22","ENSG00000167315.18","",""
"ENSG00000146072.6","ENSG00000170385.10","ENSG00000164199.18","",""
"ENSG00000159176.14","ENSG00000115486.12","ENSG00000144426.18","",""
"ENSG00000253520.1","ENSG00000131620.17","ENSG00000133104.14","",""
"ENSG00000168994.14","ENSG00000205269.6","ENSG00000150593.18","",""
"ENSG00000223804.5","ENSG00000162881.6","ENSG00000115041.13","",""
"ENSG00000215548.2","ENSG00000205832.7","ENSG00000179163.12","",""
"ENSG00000272690.6","ENSG00000065054.14","ENSG00000076258.10","",""
"ENSG00000152284.5","ENSG00000268297.1","ENSG00000080031.10","",""
"ENSG00000176720.6","ENSG00000241058.4","ENSG00000143995.20","",""
"ENSG00000112276.14","ENSG00000116285.13","ENSG00000033122.21","",""
"ENSG00000251600.8","ENSG00000128311.14","ENSG00000112619.8","",""
"ENSG00000261707.1","ENSG00000236349.1","ENSG00000124772.12","",""
"ENSG00000261371.6","ENSG00000127954.13","ENSG00000144648.16","",""
"ENSG00000287811.1","ENSG00000286430.1","ENSG00000074755.15","",""
"ENSG00000134627.12","ENSG00000156110.15","ENSG00000101049.17","",""
"ENSG00000189320.9","ENSG00000111907.21","ENSG00000267272.5","",""
"ENSG00000267131.1","ENSG00000067445.21","ENSG00000188916.9","",""
"ENSG00000185950.9","ENSG00000198840.2","ENSG00000242732.4","",""
"ENSG00000255362.1","ENSG00000265943.1","ENSG00000135916.16","",""
"ENSG00000273091.1","ENSG00000066185.13","ENSG00000227908.3","",""
"ENSG00000160145.15","ENSG00000146674.15","ENSG00000148842.18","",""
"ENSG00000144476.6","ENSG00000172824.16","ENSG00000263264.2","",""
"ENSG00000164035.10","ENSG00000121310.17","ENSG00000154917.11","",""
"ENSG00000071205.12","ENSG00000156398.13","ENSG00000154188.10","",""
"ENSG00000212719.13","ENSG00000232368.1","ENSG00000058668.15","",""
"ENSG00000138772.13","ENSG00000266850.1","ENSG00000172578.12","",""
"ENSG00000255248.9","ENSG00000075643.6","ENSG00000119138.4","",""
"ENSG00000134775.15","ENSG00000236213.2","ENSG00000118402.6","",""
"ENSG00000124212.6","ENSG00000188001.10","ENSG00000269834.6","",""
"ENSG00000113580.15","ENSG00000158077.5","ENSG00000235142.10","",""
"ENSG00000223774.5","ENSG00000260156.1","ENSG00000172348.15","",""
"ENSG00000183454.18","ENSG00000175806.15","ENSG00000164442.10","",""
"ENSG00000226252.1","ENSG00000257259.3","ENSG00000162897.16","",""
"ENSG00000261997.1","ENSG00000249352.4","ENSG00000000971.16","",""
"ENSG00000279805.1","ENSG00000260605.1","ENSG00000285706.1","",""
"ENSG00000132702.13","ENSG00000233585.2","ENSG00000166025.18","",""
"ENSG00000141576.16","ENSG00000287378.1","ENSG00000160685.13","",""
"ENSG00000203875.13","ENSG00000170917.14","ENSG00000211648.2","",""
"ENSG00000277587.1","ENSG00000162843.17","ENSG00000234456.8","",""
"ENSG00000248896.3","ENSG00000273328.5","ENSG00000169282.18","",""
"ENSG00000082482.14","ENSG00000111052.7","ENSG00000146006.8","",""
"ENSG00000269190.6","ENSG00000157326.19","ENSG00000234155.1","",""
"ENSG00000249167.2","ENSG00000196136.18","ENSG00000211666.2","",""
"ENSG00000253875.2","ENSG00000203280.4","ENSG00000149557.14","",""
"ENSG00000169764.16","ENSG00000225938.1","ENSG00000151882.11","",""
"ENSG00000119986.7","ENSG00000228013.1","ENSG00000157514.16","",""
"ENSG00000204022.9","ENSG00000230849.2","ENSG00000164197.12","",""
"ENSG00000099139.14","ENSG00000160801.14","ENSG00000240184.7","",""
"ENSG00000164303.11","ENSG00000075234.17","ENSG00000189292.16","",""
"ENSG00000261409.1","ENSG00000185304.15","ENSG00000152763.17","",""
"ENSG00000135835.12","ENSG00000137274.13","ENSG00000174460.4","",""
"ENSG00000165030.4","ENSG00000261447.1","ENSG00000137273.6","",""
"ENSG00000228139.1","ENSG00000118985.16","ENSG00000162373.13","",""
"ENSG00000100979.15","ENSG00000176171.11","ENSG00000186204.15","",""
"ENSG00000285918.1","ENSG00000228253.1","ENSG00000179954.16","",""
"ENSG00000259236.1","ENSG00000164039.15","ENSG00000248441.7","",""
"ENSG00000100077.15","ENSG00000124120.11","ENSG00000177455.15","",""
"ENSG00000169918.10","ENSG00000125787.11","ENSG00000166532.16","",""
"ENSG00000119326.15","ENSG00000105609.17","ENSG00000176593.8","",""
"ENSG00000237248.5","ENSG00000143891.17","ENSG00000211935.3","",""
"ENSG00000169313.10","ENSG00000085871.9","ENSG00000187658.7","",""
"ENSG00000157557.13","ENSG00000170293.9","ENSG00000077943.8","",""
"ENSG00000260876.6","ENSG00000235078.1","ENSG00000135437.10","",""
"ENSG00000114019.15","ENSG00000171428.15","ENSG00000064886.14","",""
"ENSG00000148700.15","ENSG00000131069.20","ENSG00000119938.9","",""
"ENSG00000103710.11","ENSG00000173221.14","ENSG00000167117.10","",""
"ENSG00000260549.2","ENSG00000164211.13","ENSG00000144857.14","",""
"ENSG00000125966.10","ENSG00000115042.10","ENSG00000159176.14","",""
"ENSG00000236501.6","ENSG00000182329.14","ENSG00000075340.23","",""
"ENSG00000272209.1","ENSG00000102468.11","ENSG00000171174.15","",""
"ENSG00000111961.18","ENSG00000132763.15","ENSG00000243238.1","",""
"ENSG00000226581.2","ENSG00000278058.1","ENSG00000119227.8","",""
"ENSG00000124557.12","ENSG00000203797.12","ENSG00000204175.5","",""
"ENSG00000226440.7","ENSG00000105784.15","ENSG00000234175.1","",""
"ENSG00000053254.16","ENSG00000172057.10","ENSG00000115468.12","",""
"ENSG00000136111.14","ENSG00000106993.12","ENSG00000198947.16","",""
"ENSG00000176533.13","ENSG00000225077.3","ENSG00000227051.7","",""
"ENSG00000162616.9","ENSG00000274501.1","ENSG00000114166.8","",""
"ENSG00000157021.9","ENSG00000119986.7","ENSG00000166793.13","",""
"ENSG00000173482.17","ENSG00000230894.2","ENSG00000178537.10","",""
"ENSG00000204301.6","ENSG00000166669.13","ENSG00000151702.17","",""
"ENSG00000279453.1","ENSG00000230314.7","ENSG00000172828.13","",""
"ENSG00000093144.19","ENSG00000118298.12","ENSG00000139193.4","",""
"ENSG00000262728.6","ENSG00000112304.11","ENSG00000267414.1","",""
"ENSG00000221970.2","ENSG00000080573.7","ENSG00000176533.13","",""
"ENSG00000147119.4","ENSG00000172164.15","ENSG00000119946.11","",""
"ENSG00000270362.1","ENSG00000107372.13","ENSG00000134061.5","",""
"ENSG00000178695.6","ENSG00000138413.14","ENSG00000138685.17","",""
"ENSG00000251322.9","ENSG00000067064.11","ENSG00000198046.12","",""
"ENSG00000164850.15","ENSG00000152700.14","ENSG00000136044.12","",""
"ENSG00000118762.8","ENSG00000287189.1","ENSG00000151079.7","",""
"ENSG00000171115.4","ENSG00000237417.1","ENSG00000007264.15","",""
"ENSG00000288009.1","ENSG00000232855.7","ENSG00000128918.15","",""
"ENSG00000095932.7","ENSG00000271945.2","ENSG00000141447.18","",""
"ENSG00000204161.14","ENSG00000164616.16","ENSG00000259342.1","",""
"ENSG00000130234.12","ENSG00000148218.16","ENSG00000168016.15","",""
"ENSG00000111859.17","ENSG00000198682.13","ENSG00000204161.14","",""
"ENSG00000255642.1","ENSG00000185267.10","ENSG00000254703.2","",""
"ENSG00000155760.2","ENSG00000147853.17","ENSG00000142494.13","",""
"ENSG00000133019.12","ENSG00000160932.11","ENSG00000243244.7","",""
"ENSG00000163293.12","ENSG00000178732.5","ENSG00000272462.3","",""
"ENSG00000154265.16","ENSG00000124615.20","ENSG00000169851.15","",""
"ENSG00000046889.19","ENSG00000234456.8","ENSG00000163520.14","",""
"ENSG00000200253.1","ENSG00000275025.1","ENSG00000179277.9","",""
"ENSG00000145335.17","ENSG00000180767.10","ENSG00000151229.13","",""
"ENSG00000165804.16","ENSG00000168904.15","ENSG00000134917.10","",""
"ENSG00000185615.16","ENSG00000114779.19","ENSG00000166143.10","",""
"ENSG00000173662.21","ENSG00000166821.9","ENSG00000177363.5","",""
"ENSG00000153246.13","ENSG00000135469.14","ENSG00000143257.12","",""
"ENSG00000230042.1","ENSG00000003436.16","ENSG00000137251.16","",""
"ENSG00000232000.3","ENSG00000284730.1","ENSG00000171433.12","",""
"ENSG00000154229.12","ENSG00000123384.14","ENSG00000149218.5","",""
"ENSG00000087842.11","ENSG00000140905.11","ENSG00000143382.15","",""
"ENSG00000235098.8","ENSG00000181061.14","ENSG00000204131.9","",""
"ENSG00000260439.1","ENSG00000134294.14","ENSG00000250510.8","",""
"ENSG00000237505.8","ENSG00000103150.7","ENSG00000176472.10","",""
"ENSG00000174950.11","ENSG00000169814.16","ENSG00000162407.9","",""
"ENSG00000146278.11","ENSG00000135547.9","ENSG00000064652.11","",""
"ENSG00000155659.15","ENSG00000092621.13","ENSG00000178146.9","",""
"ENSG00000277449.1","ENSG00000171723.16","ENSG00000196924.19","",""
"ENSG00000206567.10","ENSG00000108381.11","ENSG00000151320.11","",""
"ENSG00000280159.1","ENSG00000259905.7","ENSG00000172915.18","",""
"ENSG00000113946.4","ENSG00000210196.2","ENSG00000129538.14","",""
"ENSG00000222005.9","ENSG00000136371.11","ENSG00000205363.6","",""
"ENSG00000231160.10","ENSG00000170345.10","ENSG00000268027.5","",""
"ENSG00000085563.15","ENSG00000272507.1","ENSG00000278828.1","",""
"ENSG00000183060.15","ENSG00000232934.8","ENSG00000122786.20","",""
"ENSG00000242337.5","ENSG00000273958.1","ENSG00000111796.4","",""
"ENSG00000157827.20","ENSG00000272518.1","ENSG00000120279.6","",""
"ENSG00000231889.7","ENSG00000164466.13","ENSG00000275025.1","",""
"ENSG00000156222.12","ENSG00000153165.19","ENSG00000167664.8","",""
"ENSG00000178385.15","ENSG00000178821.13","ENSG00000287527.1","",""
"ENSG00000155016.18","ENSG00000139531.13","ENSG00000163449.11","",""
"ENSG00000123080.12","ENSG00000204228.4","ENSG00000188013.6","",""
"ENSG00000260329.1","ENSG00000273174.1","ENSG00000181751.10","",""
"ENSG00000152492.15","ENSG00000183077.15","ENSG00000183801.8","",""
"ENSG00000115504.15","ENSG00000163702.20","ENSG00000126860.12","",""
"ENSG00000244513.7","ENSG00000213930.12","ENSG00000119782.14","",""
"ENSG00000115459.18","ENSG00000174473.16","ENSG00000255277.3","",""
"ENSG00000185112.6","ENSG00000100897.18","ENSG00000104154.7","",""
"ENSG00000248334.6","ENSG00000136052.9","ENSG00000106351.13","",""
"ENSG00000156140.10","ENSG00000095321.17","ENSG00000183580.10","",""
"ENSG00000146674.15","ENSG00000227070.1","ENSG00000253313.6","",""
"ENSG00000179388.9","ENSG00000245468.4","ENSG00000104870.13","",""
"ENSG00000278934.1","ENSG00000174963.18","ENSG00000215193.13","",""
"ENSG00000257135.7","ENSG00000227295.2","ENSG00000152284.5","",""
"ENSG00000163273.4","ENSG00000288100.1","ENSG00000268388.6","",""
"ENSG00000230747.1","ENSG00000178297.14","ENSG00000180573.9","",""
"ENSG00000239332.6","ENSG00000230623.6","ENSG00000197256.11","",""
"ENSG00000188580.15","ENSG00000160712.13","ENSG00000120156.22","",""
"ENSG00000113212.7","ENSG00000131096.10","ENSG00000110324.11","",""
"ENSG00000225434.3","ENSG00000257057.3","ENSG00000079739.17","",""
"ENSG00000171357.6","ENSG00000260541.1","ENSG00000170476.16","",""
"ENSG00000237461.2","ENSG00000159228.13","ENSG00000263429.3","",""
"ENSG00000179909.15","ENSG00000139428.12","ENSG00000155324.10","",""
"ENSG00000162551.14","ENSG00000151715.8","ENSG00000172803.18","",""
"ENSG00000162877.13","ENSG00000143149.12","ENSG00000137936.18","",""
"ENSG00000206538.9","ENSG00000107566.14","ENSG00000169218.14","",""
"ENSG00000134030.14","ENSG00000240409.1","ENSG00000197872.11","",""
"ENSG00000066405.13","ENSG00000251314.2","ENSG00000079385.23","",""
"ENSG00000162618.15","ENSG00000161132.6","ENSG00000120915.14","",""
"ENSG00000135272.12","ENSG00000210144.1","ENSG00000136052.9","",""
"ENSG00000111254.8","ENSG00000141753.7","ENSG00000274750.2","",""
"ENSG00000189369.9","ENSG00000188833.10","ENSG00000211947.2","",""
"ENSG00000117013.17","ENSG00000174567.8","ENSG00000158517.15","",""
"ENSG00000249249.2","ENSG00000179152.20","ENSG00000162894.12","",""
"ENSG00000060138.13","ENSG00000187630.17","ENSG00000206538.9","",""
"ENSG00000027697.15","ENSG00000239911.2","ENSG00000170456.16","",""
"ENSG00000186198.4","ENSG00000139631.19","ENSG00000219481.10","",""
"ENSG00000249751.4","ENSG00000175820.4","ENSG00000167074.15","",""
"ENSG00000042445.14","ENSG00000241135.6","ENSG00000081853.15","",""
"ENSG00000038295.8","ENSG00000204022.9","ENSG00000171115.4","",""
"ENSG00000101695.9","ENSG00000137441.8","ENSG00000158158.12","",""
"ENSG00000250131.2","ENSG00000179915.24","ENSG00000197535.15","",""
"ENSG00000123358.20","ENSG00000116678.20","ENSG00000116574.6","",""
"ENSG00000250326.2","ENSG00000124299.15","ENSG00000075142.14","",""
"ENSG00000139289.13","ENSG00000258561.2","ENSG00000203497.2","",""
"ENSG00000130037.5","ENSG00000087086.15","ENSG00000240875.6","",""
"ENSG00000171451.14","ENSG00000099974.8","ENSG00000110077.14","",""
"ENSG00000288548.1","ENSG00000258451.1","ENSG00000170989.10","",""
"ENSG00000255328.1","ENSG00000270532.1","ENSG00000165548.11","",""
"ENSG00000152518.8","ENSG00000176907.5","ENSG00000173372.17","",""
"ENSG00000104967.8","ENSG00000287620.1","ENSG00000186281.12","",""
"ENSG00000173757.10","ENSG00000159335.18","ENSG00000163534.15","",""
"ENSG00000178187.8","ENSG00000185813.11","ENSG00000108924.14","",""
"ENSG00000112531.17","ENSG00000143653.10","ENSG00000150681.10","",""
"ENSG00000105131.8","ENSG00000091483.7","ENSG00000118804.8","",""
"ENSG00000271614.1","ENSG00000243055.1","ENSG00000185862.7","",""
"ENSG00000175899.15","ENSG00000094631.21","ENSG00000139567.13","",""
"ENSG00000064692.20","ENSG00000165474.8","ENSG00000167705.12","",""
"ENSG00000148935.11","ENSG00000241886.1","ENSG00000087085.16","",""
"ENSG00000175198.17","ENSG00000124588.21","ENSG00000105755.8","",""
"ENSG00000158104.11","ENSG00000126218.12","ENSG00000171747.9","",""
"ENSG00000253348.1","ENSG00000168546.11","ENSG00000130558.20","",""
"ENSG00000116285.13","ENSG00000099260.11","ENSG00000068831.19","",""
"ENSG00000219693.3","ENSG00000229896.2","ENSG00000256139.2","",""
"ENSG00000163378.14","ENSG00000267056.2","ENSG00000166126.11","",""
"ENSG00000124019.10","ENSG00000224837.1","ENSG00000152642.11","",""
"ENSG00000259583.3","ENSG00000272622.2","ENSG00000137225.13","",""
"ENSG00000077684.16","ENSG00000167363.14","ENSG00000276141.4","",""
"ENSG00000087253.13","ENSG00000137364.5","ENSG00000184451.5","",""
"ENSG00000140285.12","ENSG00000284505.1","ENSG00000135063.19","",""
"ENSG00000102053.12","ENSG00000286144.1","ENSG00000120162.10","",""
"ENSG00000271601.4","ENSG00000233942.1","ENSG00000189077.11","",""
"ENSG00000103264.18","ENSG00000137714.3","ENSG00000135914.6","",""
"ENSG00000205269.6","ENSG00000170430.10","ENSG00000153823.19","",""
"ENSG00000185010.15","ENSG00000038210.14","ENSG00000134363.12","",""
"ENSG00000099250.18","ENSG00000204173.11","ENSG00000182578.14","",""
"ENSG00000114166.8","ENSG00000137171.15","ENSG00000169252.6","",""
"ENSG00000066382.16","ENSG00000278344.1","ENSG00000185345.23","",""
"ENSG00000130224.15","ENSG00000197635.11","ENSG00000043039.7","",""
"ENSG00000234690.7","ENSG00000284747.1","ENSG00000111424.12","",""
"ENSG00000146281.6","ENSG00000155380.12","ENSG00000150048.10","",""
"ENSG00000135862.6","ENSG00000157184.7","ENSG00000100292.18","",""
"ENSG00000285938.1","ENSG00000146521.10","ENSG00000103942.13","",""
"ENSG00000142661.19","ENSG00000255191.1","ENSG00000234618.1","",""
"ENSG00000171044.11","ENSG00000154265.16","ENSG00000173258.13","",""
"ENSG00000064225.12","ENSG00000185361.9","ENSG00000187260.16","",""
"ENSG00000129244.9","ENSG00000162039.17","ENSG00000172673.11","",""
"ENSG00000287917.1","ENSG00000148935.11","ENSG00000188921.14","",""
"ENSG00000120318.16","ENSG00000101353.15","ENSG00000109265.14","",""
"ENSG00000165914.15","ENSG00000110723.12","ENSG00000183049.13","",""
"ENSG00000006652.15","ENSG00000108439.11","ENSG00000164035.10","",""
"ENSG00000008323.15","ENSG00000160285.15","ENSG00000280135.1","",""
"ENSG00000105379.10","ENSG00000269028.3","ENSG00000156804.7","",""
"ENSG00000198467.16","ENSG00000133935.7","ENSG00000154864.13","",""
"ENSG00000152527.14","ENSG00000144290.17","ENSG00000158828.8","",""
"ENSG00000272848.2","ENSG00000036672.16","ENSG00000139433.11","",""
"ENSG00000274818.1","ENSG00000215861.6","ENSG00000248334.6","",""
"ENSG00000135318.12","ENSG00000260645.2","ENSG00000166265.13","",""
"ENSG00000180815.14","ENSG00000166741.8","ENSG00000185561.10","",""
"ENSG00000148339.12","ENSG00000176720.6","ENSG00000249631.6","",""
"ENSG00000196218.13","ENSG00000117118.10","ENSG00000154263.17","",""
"ENSG00000232818.2","ENSG00000141179.14","ENSG00000169508.7","",""
"ENSG00000165633.13","ENSG00000172831.14","ENSG00000184012.13","",""
"ENSG00000171462.15","ENSG00000107518.18","ENSG00000069974.16","",""
"ENSG00000117400.18","ENSG00000130653.16","ENSG00000255150.2","",""
"ENSG00000165801.10","ENSG00000165995.22","ENSG00000247809.9","",""
"ENSG00000100242.15","ENSG00000104870.13","ENSG00000136235.17","",""
"ENSG00000181744.9","ENSG00000130813.18","ENSG00000110013.13","",""
"ENSG00000075651.16","ENSG00000184517.12","ENSG00000161533.12","",""
"ENSG00000186231.17","ENSG00000229915.1","ENSG00000156006.5","",""
"ENSG00000136869.16","ENSG00000287780.1","ENSG00000160460.16","",""
"ENSG00000170962.13","ENSG00000188641.14","ENSG00000227191.8","",""
"ENSG00000123700.5","ENSG00000254718.6","ENSG00000131845.15","",""
"ENSG00000198046.12","ENSG00000105707.14","ENSG00000185811.19","",""
"ENSG00000228223.3","ENSG00000210082.2","ENSG00000128311.14","",""
"ENSG00000162413.16","ENSG00000073712.15","ENSG00000103710.11","",""
"ENSG00000138738.11","ENSG00000224097.5","ENSG00000188060.7","",""
"ENSG00000105227.16","ENSG00000263063.1","ENSG00000255587.9","",""
"ENSG00000068366.20","ENSG00000073169.14","ENSG00000235863.4","",""
"ENSG00000144730.19","ENSG00000284882.1","ENSG00000211891.6","",""
"ENSG00000140718.21","ENSG00000225968.7","ENSG00000236349.1","",""
"ENSG00000197702.14","ENSG00000231768.2","ENSG00000095203.14","",""
"ENSG00000196154.12","ENSG00000183048.12","ENSG00000272686.1","",""
"ENSG00000142627.13","ENSG00000115963.13","ENSG00000064787.13","",""
"ENSG00000180871.8","ENSG00000197417.9","ENSG00000103184.12","",""
"ENSG00000145675.15","ENSG00000166002.7","ENSG00000102468.11","",""
"ENSG00000132357.14","ENSG00000264575.1","ENSG00000267787.7","",""
"ENSG00000172059.11","ENSG00000246523.8","ENSG00000265519.1","",""
"ENSG00000197894.11","ENSG00000180425.11","ENSG00000153303.17","",""
"ENSG00000117016.10","ENSG00000152990.14","ENSG00000245025.3","",""
"ENSG00000171522.6","ENSG00000151090.20","ENSG00000282885.2","",""
"ENSG00000277144.1","ENSG00000154153.13","ENSG00000177133.11","",""
"ENSG00000261737.1","ENSG00000168792.5","ENSG00000088256.9","",""
"ENSG00000112290.13","ENSG00000124370.11","ENSG00000158373.8","",""
"ENSG00000120156.22","ENSG00000284418.2","ENSG00000127990.19","",""
"ENSG00000267519.6","ENSG00000185010.15","ENSG00000120913.23","",""
"ENSG00000099204.20","ENSG00000269293.3","ENSG00000245105.4","",""
"ENSG00000158301.18","ENSG00000287236.1","ENSG00000279118.1","",""
"ENSG00000019144.19","ENSG00000270030.1","ENSG00000136160.17","",""
"ENSG00000102024.18","ENSG00000144837.9","ENSG00000164237.9","",""
"ENSG00000162571.14","ENSG00000198814.13","ENSG00000223394.2","",""
"ENSG00000116833.14","ENSG00000197885.11","ENSG00000287406.1","",""
"ENSG00000113070.8","ENSG00000114021.12","ENSG00000162949.16","",""
"ENSG00000124104.19","ENSG00000131373.15","ENSG00000185275.6","",""
"ENSG00000108387.15","ENSG00000223999.1","ENSG00000232284.7","",""
"ENSG00000005020.13","ENSG00000152580.8","ENSG00000167741.11","",""
"ENSG00000259065.2","ENSG00000108179.14","ENSG00000100368.14","",""
"ENSG00000162337.12","ENSG00000245750.10","ENSG00000249740.3","",""
"ENSG00000258636.2","ENSG00000147955.17","ENSG00000197937.13","",""
"ENSG00000117020.18","ENSG00000139899.11","ENSG00000163412.13","",""
"ENSG00000180769.10","ENSG00000198520.12","ENSG00000117020.18","",""
"ENSG00000130956.14","ENSG00000139160.13","ENSG00000104043.15","",""
"ENSG00000155755.19","ENSG00000265511.1","ENSG00000166963.13","",""
"ENSG00000011198.10","ENSG00000288012.1","ENSG00000287743.1","",""
"ENSG00000152818.18","ENSG00000170088.14","ENSG00000110900.16","",""
"ENSG00000226314.8","ENSG00000151611.16","ENSG00000100490.9","",""
"ENSG00000286340.1","ENSG00000211459.2","ENSG00000170458.14","",""
"ENSG00000125148.7","ENSG00000210140.1","ENSG00000117592.9","",""
"ENSG00000253305.2","ENSG00000099860.9","ENSG00000185942.13","",""
"ENSG00000197256.11","ENSG00000185875.13","ENSG00000060762.19","",""
"ENSG00000108799.13","ENSG00000214960.11","ENSG00000231205.11","",""
"ENSG00000139318.8","ENSG00000260971.4","ENSG00000172340.15","",""
"ENSG00000115841.21","ENSG00000102038.16","ENSG00000134516.18","",""
"ENSG00000101400.6","ENSG00000231473.3","ENSG00000023902.14","",""
"ENSG00000109832.14","ENSG00000100522.10","ENSG00000072952.19","",""
"ENSG00000284052.1","ENSG00000072042.13","ENSG00000159733.14","",""
"ENSG00000175745.14","ENSG00000091428.18","ENSG00000174600.14","",""
"ENSG00000226491.1","ENSG00000204370.13","ENSG00000158201.10","",""
"ENSG00000124067.17","ENSG00000101230.6","ENSG00000226791.7","",""
"ENSG00000113916.18","ENSG00000100219.16","ENSG00000163492.15","",""
"ENSG00000225439.3","ENSG00000235169.11","ENSG00000128011.5","",""
"ENSG00000198835.4","ENSG00000165795.23","ENSG00000157168.20","",""
"ENSG00000184271.17","ENSG00000138709.19","ENSG00000185133.14","",""
"ENSG00000117245.13","ENSG00000137992.14","ENSG00000171100.15","",""
"ENSG00000126785.13","ENSG00000128309.16","ENSG00000117682.17","",""
"ENSG00000112096.19","ENSG00000115226.10","ENSG00000122707.12","",""
"ENSG00000149531.15","ENSG00000275494.1","ENSG00000120899.18","",""
"ENSG00000144596.13","ENSG00000235286.1","ENSG00000101782.15","",""
"ENSG00000129657.16","ENSG00000272402.1","ENSG00000164976.9","",""
"ENSG00000057704.13","ENSG00000112972.15","ENSG00000162104.10","",""
"ENSG00000261934.2","ENSG00000181513.15","ENSG00000111684.11","",""
"ENSG00000233452.7","ENSG00000255471.1","ENSG00000101265.16","",""
"ENSG00000138639.18","ENSG00000243176.6","ENSG00000204851.7","",""
"ENSG00000111863.13","ENSG00000166228.9","ENSG00000230490.3","",""
"ENSG00000104043.15","ENSG00000147471.12","ENSG00000237438.7","",""
"ENSG00000100234.12","ENSG00000287091.1","ENSG00000185527.12","",""
"ENSG00000148737.17","ENSG00000151287.17","ENSG00000236915.2","",""
"ENSG00000241935.9","ENSG00000145675.15","ENSG00000092850.12","",""
"ENSG00000259877.2","ENSG00000010610.10","ENSG00000112799.9","",""
"ENSG00000140945.17","ENSG00000060642.11","ENSG00000249898.8","",""
"ENSG00000153814.13","ENSG00000110074.11","ENSG00000197106.7","",""
"ENSG00000267280.5","ENSG00000081377.17","ENSG00000135617.4","",""
"ENSG00000170802.16","ENSG00000145287.11","ENSG00000197245.6","",""
"ENSG00000102804.15","ENSG00000118922.17","ENSG00000175899.15","",""
"ENSG00000148357.16","ENSG00000153291.16","ENSG00000164626.9","",""
"ENSG00000175984.15","ENSG00000145545.12","ENSG00000269243.1","",""
"ENSG00000267364.2","ENSG00000122378.14","ENSG00000246430.7","",""
"ENSG00000078070.13","ENSG00000153002.12","ENSG00000197540.8","",""
"ENSG00000100307.13","ENSG00000168994.14","ENSG00000225762.1","",""
"ENSG00000103852.13","ENSG00000184402.15","ENSG00000211949.3","",""
"ENSG00000072195.15","ENSG00000140564.12","ENSG00000160539.6","",""
"ENSG00000166548.17","ENSG00000278266.1","ENSG00000266865.6","",""
"ENSG00000182568.17","ENSG00000102910.14","ENSG00000204323.5","",""
"ENSG00000137713.16","ENSG00000150722.10","ENSG00000183578.8","",""
"ENSG00000259370.2","ENSG00000272143.1","ENSG00000213713.3","",""
"ENSG00000236914.4","ENSG00000165672.7","ENSG00000115425.14","",""
"ENSG00000140848.17","ENSG00000120332.16","ENSG00000114698.15","",""
"ENSG00000137672.13","ENSG00000125798.15","ENSG00000180596.7","",""
"ENSG00000145908.12","ENSG00000117479.15","ENSG00000198894.8","",""
"ENSG00000103994.18","ENSG00000118804.8","ENSG00000079102.16","",""
"ENSG00000198053.12","ENSG00000166855.9","ENSG00000151967.18","",""
"ENSG00000111696.12","ENSG00000179918.19","ENSG00000150995.20","",""
"ENSG00000134198.10","ENSG00000213563.7","ENSG00000112139.16","",""
